# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -566.225
4000 -561.235
6000 -567.187
8000 -569.995
10000 -563.518
12000 -560.015
14000 -562.935
16000 -569.888
18000 -569.855
20000 -572.509
22000 -567.625
24000 -569.081
26000 -572.181
28000 -574.22
30000 -574.194
32000 -576.218
34000 -578.974
36000 -577.776
38000 -576.565
40000 -579.346
42000 -582.617
44000 -584.816
46000 -586.295
48000 -587.279
50000 -588.447
52000 -591.083
54000 -593.957
56000 -594.967
58000 -596.531
60000 -597.187
62000 -598.948
64000 -600.361
66000 -603.702
68000 -604.534
70000 -604.849
72000 -607.431
74000 -609.408
76000 -610.906
78000 -612.193
80000 -613.512
82000 -615.39
84000 -617.179
86000 -618.418
88000 -620.373
90000 -621.916
92000 -623.676
94000 -625.094
96000 -626.663
98000 -628.186
100000 -629.626
