# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -566.18
4000 -560.633
6000 -561.196
8000 -556.266
10000 -554.078
12000 -557.326
14000 -564.915
16000 -561.068
18000 -562.498
20000 -567.088
22000 -567.397
24000 -568.538
26000 -573.593
28000 -572.898
30000 -575.634
32000 -576.699
34000 -579.054
36000 -578.352
38000 -584.07
40000 -583.607
42000 -586.158
44000 -587.709
46000 -588.904
48000 -591.609
50000 -593.094
52000 -592.392
54000 -593.981
56000 -595.091
58000 -596.435
60000 -597.573
62000 -599.043
64000 -601.914
66000 -603.536
68000 -605.666
70000 -607.063
72000 -609.639
74000 -611.409
76000 -612.96
78000 -614.498
80000 -615.762
82000 -617.79
84000 -619.224
86000 -620.723
88000 -622.23
90000 -624.042
92000 -625.604
94000 -627.395
96000 -628.912
98000 -630.442
100000 -631.909
