# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2332.33 13.044 13.044 13.6995
4000 2170.09 12.7316 12.7316 13.3713
6000 2059.54 12.5131 12.5131 13.1419
8000 1975.05 12.3415 12.3415 12.9617
10000 1824.56 12.0194 12.0194 12.6234
12000 1640.15 11.5993 11.5993 12.1822
14000 1567.94 11.426 11.426 12.0002
16000 1572.24 11.4382 11.4382 12.013
18000 1594.19 11.4923 11.4923 12.0698
20000 1608.81 11.5271 11.5271 12.1064
22000 1505.33 11.2724 11.2724 11.8389
24000 1512.23 11.2918 11.2918 11.8592
26000 1452.16 11.1391 11.1391 11.6988
28000 1417.83 11.0516 11.0516 11.607
30000 1336.21 10.8332 10.8332 11.3775
32000 1368.55 10.921 10.921 11.4698
34000 1414.04 11.0416 11.0416 11.5965
36000 1416.48 11.0468 11.0468 11.6019
38000 1411.87 11.034 11.034 11.5885
40000 1392.89 10.9863 10.9863 11.5384
42000 1402.64 11.0108 11.0108 11.5641
44000 1406 11.0204 11.0204 11.5741
46000 1401.18 11.0084 11.0084 11.5616
48000 1396.02 10.9949 10.9949 11.5475
50000 1392.37 10.9851 10.9851 11.5372
52000 1401.3 11.0081 11.0081 11.5612
54000 1401.08 11.0071 11.0071 11.5602
56000 1371.48 10.9302 10.9302 11.4794
58000 1375.17 10.9395 10.9395 11.4893
60000 1377.71 10.9454 10.9454 11.4954
62000 1396.27 10.9954 10.9954 11.5479
64000 1388.79 10.9761 10.9761 11.5276
66000 1370.21 10.9268 10.9268 11.4758
68000 1351 10.8755 10.8755 11.422
70000 1351.99 10.8781 10.8781 11.4247
72000 1343.7 10.8559 10.8559 11.4014
74000 1340.59 10.8476 10.8476 11.3927
76000 1328.5 10.8148 10.8148 11.3582
78000 1328.56 10.8147 10.8147 11.3582
80000 1312.97 10.7719 10.7719 11.3132
82000 1317.03 10.7829 10.7829 11.3247
84000 1313.48 10.7738 10.7738 11.3152
86000 1307.45 10.7574 10.7574 11.298
88000 1304.91 10.7505 10.7505 11.2907
90000 1305.81 10.7529 10.7529 11.2933
92000 1293.15 10.7179 10.7179 11.2565
94000 1295.7 10.7248 10.7248 11.2638
96000 1292.4 10.7158 10.7158 11.2543
98000 1284.07 10.6929 10.6929 11.2302
100000 1284.15 10.6931 10.6931 11.2305
