# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2291.6 12.9687 12.9687 13.6203
4000 2332.07 13.046 13.046 13.7016
6000 2299.9 12.9847 12.9847 13.6372
8000 2234.1 12.8559 12.8559 13.5019
10000 2029.79 12.4557 12.4557 13.0816
12000 1933.03 12.2538 12.2538 12.8696
14000 1845.9 12.0654 12.0654 12.6717
16000 1731.25 11.8106 11.8106 12.4041
18000 1707.71 11.7571 11.7571 12.3479
20000 1609.65 11.5281 11.5281 12.1074
22000 1626.36 11.5682 11.5682 12.1495
24000 1585.55 11.4694 11.4694 12.0458
26000 1457.73 11.1535 11.1535 11.714
28000 1447.62 11.1283 11.1283 11.6875
30000 1434.43 11.0947 11.0947 11.6523
32000 1398.9 11.0021 11.0021 11.555
34000 1448.63 11.131 11.131 11.6904
36000 1458.58 11.1551 11.1551 11.7157
38000 1476.22 11.2005 11.2005 11.7634
40000 1452.93 11.1422 11.1422 11.7021
42000 1424.13 11.0673 11.0673 11.6235
44000 1399.4 11.0034 11.0034 11.5564
46000 1400.9 11.0076 11.0076 11.5608
48000 1402.45 11.0115 11.0115 11.5648
50000 1395.65 10.9921 10.9921 11.5444
52000 1373.6 10.9358 10.9358 11.4853
54000 1348.87 10.8696 10.8696 11.4159
56000 1311.22 10.7671 10.7671 11.3082
58000 1301.68 10.741 10.741 11.2807
60000 1306.41 10.7545 10.7545 11.295
62000 1289.32 10.7074 10.7074 11.2454
64000 1281.06 10.6844 10.6844 11.2213
66000 1256.87 10.6167 10.6167 11.1502
68000 1264.38 10.6376 10.6376 11.1722
70000 1263.13 10.6343 10.6343 11.1687
72000 1261.73 10.6304 10.6304 11.1646
74000 1254.91 10.6113 10.6113 11.1445
76000 1250.23 10.5981 10.5981 11.1306
78000 1241.34 10.5727 10.5727 11.104
80000 1236.93 10.5602 10.5602 11.0909
82000 1229.06 10.5379 10.5379 11.0674
84000 1217.15 10.5038 10.5038 11.0316
86000 1211.94 10.4885 10.4885 11.0156
88000 1210.38 10.4841 10.4841 11.0109
90000 1210.65 10.4851 10.4851 11.0119
92000 1206.49 10.4731 10.4731 10.9994
94000 1201.77 10.4594 10.4594 10.985
96000 1199.48 10.4528 10.4528 10.9781
98000 1196.73 10.4448 10.4448 10.9697
100000 1194.24 10.4376 10.4376 10.962
