# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -566.238
4000 -561.707
6000 -557.762
8000 -538.707
10000 -545.12
12000 -547.708
14000 -549.58
16000 -542.841
18000 -554.207
20000 -558.279
22000 -558.765
24000 -560.776
26000 -559.804
28000 -564.362
30000 -567.326
32000 -566.224
34000 -569.589
36000 -574.056
38000 -576.308
40000 -577.479
42000 -580.58
44000 -585.603
46000 -582.927
48000 -582.954
50000 -586.176
52000 -587.303
54000 -588.658
56000 -591.604
58000 -593.165
60000 -593.993
62000 -595.626
64000 -598.447
66000 -601.76
68000 -603.584
70000 -604.692
72000 -606.496
74000 -607.255
76000 -609.177
78000 -610.867
80000 -612.644
82000 -614.421
84000 -616.025
86000 -617.587
88000 -619.432
90000 -620.846
92000 -622.255
94000 -623.9
96000 -625.54
98000 -626.967
100000 -628.42
