# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -567.238
4000 -561.557
6000 -562.295
8000 -557.026
10000 -552.279
12000 -551.796
14000 -554.312
16000 -556.907
18000 -553.381
20000 -555.563
22000 -558.035
24000 -559.387
26000 -561.477
28000 -561.373
30000 -562.392
32000 -566.386
34000 -564.185
36000 -571.568
38000 -577.171
40000 -577.772
42000 -578.391
44000 -580.269
46000 -582.538
48000 -586.226
50000 -589.561
52000 -589.614
54000 -590.6
56000 -593.856
58000 -594.063
60000 -595.092
62000 -597.295
64000 -599.883
66000 -601.28
68000 -602.281
70000 -604.217
72000 -605.595
74000 -607.19
76000 -608.746
78000 -610.126
80000 -611.939
82000 -614.255
84000 -615.429
86000 -616.81
88000 -618.76
90000 -620.254
92000 -621.906
94000 -623.356
96000 -625.03
98000 -626.61
100000 -628.072
