# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -568.305
4000 -559.383
6000 -553.377
8000 -559.904
10000 -554.56
12000 -551.87
14000 -559.252
16000 -561.776
18000 -565.25
20000 -568.693
22000 -569.365
24000 -570.006
26000 -574.628
28000 -573.813
30000 -578.948
32000 -584.421
34000 -584.028
36000 -585.348
38000 -587.574
40000 -588.904
42000 -590.122
44000 -591.973
46000 -593.025
48000 -595.264
50000 -597.387
52000 -599.143
54000 -598.734
56000 -601.62
58000 -603.305
60000 -605.21
62000 -605.632
64000 -607.525
66000 -608.834
68000 -611.712
70000 -612.309
72000 -615.171
74000 -615.618
76000 -617.272
78000 -619.691
80000 -620.372
82000 -622.107
84000 -623.969
86000 -625.57
88000 -627.367
90000 -628.631
92000 -630.363
94000 -632.098
96000 -633.658
98000 -635.22
100000 -636.667
