# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -564.308
4000 -547.239
6000 -530.942
8000 -517.636
10000 -533.513
12000 -539.129
14000 -529.081
16000 -529.385
18000 -533.474
20000 -528.344
22000 -533.622
24000 -534.995
26000 -534.751
28000 -539.578
30000 -545.144
32000 -539.889
34000 -542.145
36000 -546.402
38000 -548.092
40000 -548.886
42000 -550.832
44000 -549.085
46000 -546.6
48000 -544.719
50000 -552.494
52000 -561.133
54000 -554.719
56000 -554.393
58000 -549.808
60000 -549.813
62000 -552.576
64000 -552.938
66000 -556.2
68000 -554.581
70000 -549.065
72000 -551.813
74000 -551.673
76000 -550.014
78000 -549.854
80000 -556.775
82000 -555.663
84000 -556.787
86000 -559.615
88000 -557.174
90000 -559.524
92000 -558.61
94000 -559.783
96000 -556.389
98000 -548.239
100000 -556.499
102000 -560.396
104000 -563.567
106000 -562.417
108000 -561.117
110000 -566.131
112000 -562.207
114000 -564.017
116000 -565.145
118000 -563.32
120000 -562.084
122000 -564.958
124000 -566.969
126000 -564.055
128000 -559.416
130000 -566.849
132000 -565.353
134000 -566.238
136000 -564.411
138000 -563.066
140000 -568.268
142000 -568.599
144000 -572.501
146000 -571.241
148000 -571.574
150000 -571.078
152000 -573.733
154000 -574.644
156000 -571.407
158000 -570.703
160000 -574.499
162000 -573.965
164000 -574.597
166000 -572.968
168000 -570.901
170000 -572.642
172000 -570.397
174000 -573.196
176000 -574.467
178000 -573.608
180000 -570.384
182000 -573.772
184000 -570.932
186000 -571.283
188000 -573.755
190000 -576.046
192000 -573.874
194000 -573.919
196000 -570.446
198000 -569.708
200000 -574.274
202000 -573.628
204000 -570.191
206000 -569.424
208000 -568.07
210000 -565.171
212000 -568.053
214000 -572.606
216000 -569.914
218000 -569.19
220000 -572.894
222000 -572.295
224000 -572.577
226000 -572.265
228000 -572.284
230000 -571.062
232000 -572.106
234000 -567.984
236000 -572.352
238000 -569.925
240000 -572.313
242000 -572.495
244000 -574.043
246000 -573.807
248000 -573.465
250000 -573.444
252000 -575.865
254000 -577.415
256000 -581.14
258000 -578.27
260000 -573.357
262000 -576.479
264000 -577.132
266000 -577.269
268000 -578.216
270000 -578.314
272000 -579.541
274000 -582.452
276000 -580.263
278000 -582.083
280000 -581.871
282000 -581.146
284000 -583.079
286000 -583.496
288000 -582.344
290000 -582.057
292000 -583.791
294000 -583.161
296000 -585.712
298000 -585.907
300000 -585.105
302000 -585.738
304000 -586.882
306000 -587.174
308000 -585.874
310000 -585.673
312000 -585.637
314000 -587.894
316000 -587.452
318000 -589.082
320000 -588.845
322000 -588.363
324000 -589.691
326000 -589.666
328000 -590.385
330000 -588.92
332000 -587.949
334000 -588.08
336000 -588.469
338000 -588.753
340000 -588.749
342000 -588.836
344000 -588.933
346000 -587.798
348000 -589.113
350000 -588.779
352000 -590.027
354000 -589.49
356000 -589.099
358000 -587.843
360000 -587.401
362000 -588.553
364000 -588.695
366000 -583.735
368000 -586.315
370000 -585.499
372000 -585.362
374000 -586.808
376000 -590.242
378000 -590.211
380000 -592.127
382000 -589.901
384000 -587.796
386000 -588.967
388000 -589.486
390000 -588.837
392000 -587.854
394000 -587.789
396000 -588.495
398000 -588.364
400000 -588.542
402000 -588.731
404000 -589.645
406000 -589.484
408000 -590.163
410000 -592.683
412000 -594.047
414000 -593.347
416000 -593.247
418000 -594.668
420000 -594.771
422000 -594.41
424000 -592.963
426000 -592.662
428000 -594.592
430000 -594.912
432000 -596.104
434000 -595.879
436000 -596.425
438000 -597.025
440000 -597.624
442000 -596.929
444000 -596.948
446000 -598.125
448000 -598.358
450000 -598.324
452000 -598.377
454000 -599.838
456000 -599.895
458000 -600.642
460000 -600.829
462000 -601.841
464000 -601.663
466000 -601.98
468000 -602.936
470000 -602.698
472000 -602.327
474000 -603.214
476000 -603.934
478000 -605.002
480000 -604.564
482000 -604.62
484000 -604.197
486000 -604.546
488000 -603.337
490000 -603.112
492000 -604.528
494000 -604.364
496000 -603.472
498000 -603.436
500000 -603.365
