LAMMPS data file via write_data, version 2 Aug 2023, timestep = 100000, units = metal

96 atoms
2 atom types
0 bonds
1 bond types

0.7179003732813456 11.871562295718864 xlo xhi
0.7179003732813456 11.871562295718864 ylo yhi
0.7539755796597625 12.468120085340452 zlo zhi

Masses

1 28.0855
2 15.9994

Atoms # full

57 1 2 -0.55 2.184666720705093 2.847736735061643 0.7751413003732751 0 0 1
22 1 2 -0.55 5.274296905614946 1.9665767662780298 2.996149486785807 0 0 0
68 1 1 1.1 5.749560645304694 3.0153163072509748 1.825367425997455 0 0 0
15 1 2 -0.55 9.454451552396845 3.099353340390095 2.2076764111693823 0 0 1
74 1 1 1.1 9.5680034147721 2.135612015057328 0.857395953250457 0 0 1
43 1 2 -0.55 2.106495802257931 4.149168322745937 3.084750692414626 0 0 0
95 1 1 1.1 2.8023040635594048 4.079433226643869 1.6227101382901998 0 0 1
38 1 2 -0.55 2.5663004947141292 5.3980011390383975 12.464732551638528 0 0 0
63 1 2 -0.55 4.431816260011933 3.9560703333022635 1.6290065367110473 0 0 1
28 1 2 -0.55 7.03986032341718 3.9788595892317855 2.235733070535809 0 0 0
87 1 1 1.1 8.457263336676501 4.166049001278033 3.0803612508276834 0 0 0
49 1 2 -0.55 9.401223526001113 5.221336793080431 2.174814040198144 0 0 0
39 1 2 -0.55 0.9420063370829116 8.33893156512093 3.045540363815176 0 0 0
85 1 1 1.1 0.8134562749413109 9.725220253995111 2.1687977472520075 0 0 0
2 1 2 -0.55 2.1887549663111256 10.29810589308834 1.5303614639604102 0 -1 1
60 1 2 -0.55 8.449419965015633 9.760322036848667 2.680138159122281 0 0 0
81 1 1 1.1 8.536644745270241 10.310809148180857 1.1038920641522647 0 0 0
26 1 2 -0.55 6.939625279978299 10.735198189522869 1.0370946849208884 0 0 0
12 1 2 -0.55 9.450521906363551 11.694540142863508 1.2677561669988169 0 -1 0
64 1 2 -0.55 11.380926704580515 11.038236884834816 2.9400560970907326 -1 0 0
51 1 2 -0.55 11.177438714687856 9.49047507497709 12.445204918020384 -1 0 -1
89 1 1 1.1 1.9187524918362677 3.3617020930628336 4.489044069050967 0 0 0
53 1 2 -0.55 11.823707791871612 2.302649804630778 4.340647318171003 -1 0 0
32 1 2 -0.55 3.2937816117822907 2.564529087048848 4.869873120944017 0 0 0
72 1 1 1.1 4.590744658244225 1.6692788478598541 4.457920517658401 0 0 0
16 1 2 -0.55 5.753818457759853 2.0627516437477906 5.522276109637252 0 0 0
70 1 1 1.1 7.1872723122007764 2.8182025635644306 5.664406266303127 0 1 0
6 1 2 -0.55 8.043607819876442 1.6622526131937954 6.420578940433211 0 0 0
37 1 2 -0.55 8.033774402023177 3.0370113956170828 4.254668869522245 0 0 0
48 1 2 -0.55 9.739141697601374 0.7599483212912947 4.766875349794186 -1 0 0
58 1 2 -0.55 1.7974344675100133 4.5972897767017775 5.567567590509964 0 0 0
73 1 1 1.1 2.6862887384894014 5.8261393316245815 6.289851464482229 0 0 0
33 1 2 -0.55 4.3000237927596014 5.554571908889776 6.071244654825849 0 0 0
30 1 2 -0.55 6.871849291872248 4.291891421024401 6.271257179018187 0 1 0
34 1 2 -0.55 8.523864285346606 5.163542438248166 4.498704478347122 0 0 0
19 1 2 -0.55 2.018663854406511 6.835237971485876 5.091922227878201 0 0 0
9 1 2 -0.55 8.095240306520264 7.75108990333082 4.354585315876223 0 0 0
75 1 1 1.1 8.956938401573003 6.651845616592733 5.211243964257962 0 0 0
79 1 1 1.1 11.851260514959643 7.6155426831477335 4.504609487691649 -1 0 0
56 1 2 -0.55 11.2608616340551 8.843901956265174 5.398733553465522 0 -1 0
1 1 2 -0.55 10.504848540716013 6.689594263855364 4.676104340135281 -1 0 0
42 1 2 -0.55 11.830387642265872 10.997827599406564 5.6008204374248844 -1 -1 0
47 1 2 -0.55 5.99004068502462 9.290137574039006 4.122291069494627 -1 -1 0
54 1 2 -0.55 4.1682486151935345 11.260477802543523 4.594255232801024 0 0 0
82 1 1 1.1 4.6889817652834225 9.778406260427333 4.976994864868479 0 0 0
29 1 2 -0.55 4.266446166398176 9.135987702053683 6.403456825546686 0 0 0
65 1 1 1.1 7.6328471330985375 9.286286539938311 4.046005704842173 0 0 0
35 1 2 -0.55 7.958525766398893 10.196377514451644 5.386257928816835 0 0 0
96 1 1 1.1 8.816148747856177 11.435990314643938 6.035297960242475 0 -1 0
94 1 1 1.1 11.287790292533849 0.7459717089973597 4.332014020973773 -1 0 0
18 1 2 -0.55 7.946326015731831 1.0738629302068141 9.24590860375601 0 1 0
3 1 2 -0.55 2.2091943579080695 4.762133590271623 7.530582949937381 0 0 0
71 1 1 1.1 1.457241103428181 4.574811174165976 8.963687333423032 1 0 0
92 1 1 1.1 5.72566119305296 5.3021348964464385 6.822683873734798 0 0 0
11 1 2 -0.55 5.813904179839163 5.508170777202936 8.413352573605142 0 0 0
27 1 2 -0.55 8.680965657002899 3.677148860764963 9.127244387663412 0 0 0
31 1 2 -0.55 11.020212088650904 4.882929119877467 8.752404113876295 0 0 0
77 1 1 1.1 9.5396828760171 5.040951188749192 9.404371732455022 0 0 0
21 1 2 -0.55 2.5972914385002466 7.181346613819725 7.260646990264096 0 0 0
69 1 1 1.1 3.05167211133865 8.735170389732149 7.448621320618123 0 0 0
46 1 2 -0.55 3.2345313390603234 9.07789838843886 9.039413691403292 0 -1 0
23 1 2 -0.55 8.81546345601692 7.095613235293625 6.8493397738085395 0 0 0
25 1 2 -0.55 8.891507022520374 6.473879103319644 8.891084094431008 0 0 0
86 1 1 1.1 9.166855281315053 8.044960709914005 8.283914119640365 0 0 0
50 1 2 -0.55 10.594310560359977 8.70623610250875 7.70918771288937 0 0 0
13 1 2 -0.55 1.7678081290077652 9.71338503299858 7.246660365833379 0 0 0
40 1 2 -0.55 8.160891897293782 9.373197056065633 8.626748219644384 0 0 0
90 1 1 1.1 11.371692845960487 9.830413273083046 6.7175184775767764 0 -1 0
62 1 2 -0.55 10.048362058117304 10.820522156261088 6.947151024768786 0 -1 0
84 1 1 1.1 1.3070008201115235 2.3423939641012876 11.196498329336489 1 0 0
