# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2341.43 13.061 13.061 13.7174
4000 2313.5 13.0098 13.0098 13.6636
6000 2283.39 12.952 12.952 13.6029
8000 2144.73 12.6858 12.6858 13.3233
10000 1962.68 12.3144 12.3144 12.9332
12000 1762.2 11.8797 11.8797 12.4767
14000 1655.88 11.6382 11.6382 12.223
16000 1608.93 11.5265 11.5265 12.1058
18000 1544.05 11.3696 11.3696 11.9409
20000 1521.13 11.3121 11.3121 11.8805
22000 1502.76 11.267 11.267 11.8332
24000 1492.68 11.2418 11.2418 11.8067
26000 1506.86 11.2782 11.2782 11.845
28000 1500.61 11.2622 11.2622 11.8281
30000 1490.85 11.2371 11.2371 11.8018
32000 1490.6 11.2373 11.2373 11.802
34000 1462.83 11.1646 11.1646 11.7256
36000 1494.11 11.246 11.246 11.8111
38000 1460.78 11.161 11.161 11.7219
40000 1454.21 11.1448 11.1448 11.7048
42000 1478.01 11.2059 11.2059 11.769
44000 1468.6 11.1819 11.1819 11.7438
46000 1486.38 11.2249 11.2249 11.789
48000 1492.28 11.2419 11.2419 11.8069
50000 1506.27 11.2741 11.2741 11.8406
52000 1533.76 11.3452 11.3452 11.9153
54000 1528.51 11.3323 11.3323 11.9018
56000 1530.72 11.3375 11.3375 11.9072
58000 1527.13 11.3282 11.3282 11.8975
60000 1542.22 11.3654 11.3654 11.9365
62000 1522.97 11.3167 11.3167 11.8854
64000 1534.97 11.3482 11.3482 11.9184
66000 1535.52 11.3497 11.3497 11.9201
68000 1527.3 11.3294 11.3294 11.8987
70000 1520.36 11.312 11.312 11.8805
72000 1520.04 11.31 11.31 11.8784
74000 1509.6 11.2844 11.2844 11.8515
76000 1509.1 11.2839 11.2839 11.851
78000 1519.61 11.3101 11.3101 11.8784
80000 1505.2 11.2742 11.2742 11.8407
82000 1506.1 11.2767 11.2767 11.8434
84000 1496.84 11.2535 11.2535 11.819
86000 1498.18 11.2569 11.2569 11.8225
88000 1489.31 11.2347 11.2347 11.7993
90000 1483.87 11.221 11.221 11.7849
92000 1479.35 11.2096 11.2096 11.7729
94000 1475.76 11.2006 11.2006 11.7634
96000 1466.32 11.1766 11.1766 11.7383
98000 1466.58 11.1772 11.1772 11.7389
100000 1454.93 11.1476 11.1476 11.7077
