# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5683.01
4000 5896.93
6000 5911.69
8000 5963.85
10000 5907.3
12000 5991.84
14000 5776.97
16000 5838.22
18000 5837.65
20000 5731.83
22000 5691.03
24000 5773.68
26000 5659.31
28000 5649.53
30000 5621.78
32000 5524.2
34000 5603.46
36000 5587.97
38000 5434.69
40000 5618.24
42000 5521.15
44000 5394.16
46000 5313.32
48000 5433.44
50000 5398.07
52000 5275.75
54000 5391.65
56000 5446.2
58000 5455.69
60000 5343.72
62000 5149.35
64000 5300.9
66000 5281.12
68000 5150.5
70000 5171.99
72000 5116.16
74000 5038.83
76000 5065.09
78000 5123.86
80000 4976.81
82000 5110.34
84000 4993.14
86000 5075.33
88000 4909.57
90000 4889.08
92000 4739.77
94000 4719.61
96000 4687.57
98000 4947.18
100000 4825.52
102000 4644.77
104000 4861.31
106000 4754.14
108000 4617.95
110000 4587.65
112000 4708.51
114000 4685.84
116000 4560.21
118000 4606.24
120000 4498.14
122000 4609.16
124000 4526.9
126000 4459.03
128000 4488.74
130000 4429.02
132000 4446.46
134000 4308.4
136000 4323.7
138000 4361.11
140000 4371.05
142000 4135.9
144000 4338.21
146000 4176.48
148000 4265
150000 4210.4
152000 4131.79
154000 4016.98
156000 3961.38
158000 3941.34
160000 4119.61
162000 4061.76
164000 4092.1
166000 4129.48
168000 3943.13
170000 3944.69
172000 3929.93
174000 4069.37
176000 4057.35
178000 4007.92
180000 4055.24
182000 4127.08
184000 4097.99
186000 4078.38
188000 4063.21
190000 4075.74
192000 3951.42
194000 3987.53
196000 3951.01
198000 3968.63
200000 4076.67
202000 4041.18
204000 4049.52
206000 4145.33
208000 3922.49
210000 4067.49
212000 4109.72
214000 4035.51
216000 3923.5
218000 4050.53
220000 4064.19
222000 3905.83
224000 3952.84
226000 3975.26
228000 4060.4
230000 3928.35
232000 4036.49
234000 3870.64
236000 4097.95
238000 3993.16
240000 4115.45
242000 4076.84
244000 3893.13
246000 3883.18
248000 4014.01
250000 3947.03
252000 3788.43
254000 3842.66
256000 3878.79
258000 3848.24
260000 3821.51
262000 3814.68
264000 3838.18
266000 3727.14
268000 3643.14
270000 3600.68
272000 3453.11
274000 3669.81
276000 3628.57
278000 3532.71
280000 3599.25
282000 3565.17
284000 3496.26
286000 3442.93
288000 3396.84
290000 3351.66
292000 3369.53
294000 3438.5
296000 3334.19
298000 3343.11
300000 3336.01
302000 3198.36
304000 3261.99
306000 3266.87
308000 3151.37
310000 3096.02
312000 3226.44
314000 3180.34
316000 3120.87
318000 3131.66
320000 3088.59
322000 3035.5
324000 3094.34
326000 2967.16
328000 2985.88
330000 2941.45
332000 2983.65
334000 3058.27
336000 3062.01
338000 2993.13
340000 2959.99
342000 3070.72
344000 2984.8
346000 2934.72
348000 3081.68
350000 3020.2
352000 2998.49
354000 3087.29
356000 3039.11
358000 3032.38
360000 2958.92
362000 3073.22
364000 3033.13
366000 3040.74
368000 3059.14
370000 2979.49
372000 3025.44
374000 2939.4
376000 2935.92
378000 3094.77
380000 3082.7
382000 2940.05
384000 2922.15
386000 2945.93
388000 2997.83
390000 2926.16
392000 3081.05
394000 3005.37
396000 2981.73
398000 3041.62
400000 3113.33
402000 3001.86
404000 2933.5
406000 2868.53
408000 3010.62
410000 2843.82
412000 2921.35
414000 2860.32
416000 2784.46
418000 2793.36
420000 2822.73
422000 2838.24
424000 2714.74
426000 2665.97
428000 2758.06
430000 2642.24
432000 2633.32
434000 2548.08
436000 2636.35
438000 2619.77
440000 2553.95
442000 2519.02
444000 2490.04
446000 2456.85
448000 2446.19
450000 2326.3
452000 2358.32
454000 2421.93
456000 2288.36
458000 2266.28
460000 2209.79
462000 2191.17
464000 2159.62
466000 2218.58
468000 2171.43
470000 2124.37
472000 2171.11
474000 2137.43
476000 2112.3
478000 2087.37
480000 2045.35
482000 1987.1
484000 1971.72
486000 2022.29
488000 2033.64
490000 1965.59
492000 1992.56
494000 2080.51
496000 1983.39
498000 2028.47
500000 2043.91
502000 1949.57
504000 1936.15
506000 1978.03
508000 2018.13
510000 1982.64
512000 2000.19
514000 1994.54
516000 1937.53
518000 2019.47
520000 2070.63
522000 2036.31
524000 2023.97
526000 2000.48
528000 1992.58
530000 2025.69
532000 2058.52
534000 2043.94
536000 1999.25
538000 2005.77
540000 1986.39
542000 1992.95
544000 2000.95
546000 1935.45
548000 1985.05
550000 2018.54
552000 1991.79
554000 2046.69
556000 2023.07
558000 2039.68
560000 1978.44
562000 1981.22
564000 1984.85
566000 1969.63
568000 1953.72
570000 1884.53
572000 1839.1
574000 1827.28
576000 1803.26
578000 1803.89
580000 1750.65
582000 1709.19
584000 1747.73
586000 1692.62
588000 1700.49
590000 1636.87
592000 1607.39
594000 1627.41
