# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2299.32 12.9832 12.9832 13.6357
4000 2412.26 13.1924 13.1924 13.8553
6000 2270.84 12.9307 12.9307 13.5804
8000 2256.03 12.8983 12.8983 13.5464
10000 2281.8 12.9512 12.9512 13.602
12000 2086.32 12.5676 12.5676 13.1991
14000 2133.5 12.663 12.663 13.2993
16000 1811.21 11.9896 11.9896 12.592
18000 1623.82 11.5607 11.5607 12.1417
20000 1638.03 11.5926 11.5926 12.1751
22000 1776.35 11.9144 11.9144 12.5131
24000 1843.39 12.06 12.06 12.666
26000 1920.45 12.2226 12.2226 12.8368
28000 1766.72 11.8916 11.8916 12.4892
30000 1787.94 11.9392 11.9392 12.5391
32000 1738.01 11.8278 11.8278 12.4222
34000 1604.77 11.5159 11.5159 12.0946
36000 1524.2 11.32 11.32 11.8888
38000 1463.98 11.1646 11.1646 11.7256
40000 1560.8 11.4085 11.4085 11.9818
42000 1511.68 11.2885 11.2885 11.8558
44000 1558.24 11.4048 11.4048 11.9779
46000 1547.9 11.3787 11.3787 11.9505
48000 1461.86 11.1639 11.1639 11.7249
50000 1446.5 11.1256 11.1256 11.6847
52000 1582.7 11.4641 11.4641 12.0402
54000 1547.92 11.3793 11.3793 11.9511
56000 1593.87 11.4885 11.4885 12.0659
58000 1590.18 11.4825 11.4825 12.0595
60000 1488.9 11.2319 11.2319 11.7964
62000 1540.5 11.3615 11.3615 11.9324
64000 1482.3 11.2163 11.2163 11.7799
66000 1570.98 11.4339 11.4339 12.0085
68000 1572.73 11.437 11.437 12.0117
70000 1505.51 11.2745 11.2745 11.841
72000 1508.49 11.2824 11.2824 11.8493
74000 1522.07 11.3142 11.3142 11.8827
76000 1529.5 11.3347 11.3347 11.9042
78000 1582.48 11.4631 11.4631 12.0391
80000 1626.74 11.568 11.568 12.1493
82000 1788.54 11.94 11.94 12.54
84000 1784.22 11.9303 11.9303 12.5298
86000 1886.14 12.1521 12.1521 12.7628
88000 1833.16 12.0379 12.0379 12.6428
90000 1696.72 11.7315 11.7315 12.321
92000 1626.15 11.568 11.568 12.1493
94000 1600.71 11.507 11.507 12.0853
96000 1622.01 11.5579 11.5579 12.1387
98000 1555.8 11.3949 11.3949 11.9675
100000 1500.52 11.2628 11.2628 11.8288
102000 1509.85 11.2852 11.2852 11.8523
104000 1480 11.2092 11.2092 11.7725
106000 1499.79 11.2592 11.2592 11.825
108000 1532.24 11.3398 11.3398 11.9096
110000 1498.3 11.2565 11.2565 11.8222
112000 1523.42 11.3167 11.3167 11.8854
114000 1465.45 11.1734 11.1734 11.7349
116000 1467.65 11.1796 11.1796 11.7414
118000 1386.73 10.9692 10.9692 11.5204
120000 1343.6 10.8544 10.8544 11.3999
122000 1348.59 10.8676 10.8676 11.4137
124000 1377.91 10.9468 10.9468 11.4968
126000 1424.83 11.0668 11.0668 11.6229
128000 1400.04 11.0048 11.0048 11.5578
130000 1416.21 11.046 11.046 11.6011
132000 1427.13 11.0757 11.0757 11.6322
134000 1443.68 11.1182 11.1182 11.6769
136000 1468.6 11.1815 11.1815 11.7434
138000 1464.15 11.1683 11.1683 11.7295
140000 1467.28 11.1783 11.1783 11.74
142000 1440.76 11.1099 11.1099 11.6681
144000 1417.08 11.05 11.05 11.6053
146000 1393.72 10.9881 10.9881 11.5403
148000 1418.62 11.0526 11.0526 11.608
150000 1458.79 11.1564 11.1564 11.717
152000 1444.94 11.1214 11.1214 11.6803
154000 1380.94 10.9521 10.9521 11.5024
156000 1369.53 10.9224 10.9224 11.4713
158000 1420.97 11.0593 11.0593 11.615
160000 1416.4 11.0479 11.0479 11.6031
162000 1375.17 10.9397 10.9397 11.4895
164000 1400.19 11.0054 11.0054 11.5584
166000 1409.76 11.0305 11.0305 11.5848
168000 1376.63 10.9418 10.9418 11.4916
170000 1384.82 10.9634 10.9634 11.5143
172000 1372.01 10.9311 10.9311 11.4804
174000 1390.53 10.9799 10.9799 11.5316
176000 1392.25 10.9843 10.9843 11.5363
178000 1359.33 10.8974 10.8974 11.445
180000 1326.86 10.8086 10.8086 11.3517
182000 1362.53 10.9062 10.9062 11.4542
184000 1368.44 10.922 10.922 11.4708
186000 1349.31 10.8686 10.8686 11.4147
188000 1353.18 10.881 10.881 11.4278
190000 1369.34 10.9239 10.9239 11.4729
192000 1386.16 10.9673 10.9673 11.5184
194000 1410.9 11.0335 11.0335 11.5879
196000 1409.09 11.0292 11.0292 11.5834
198000 1372.56 10.9326 10.9326 11.482
200000 1349.17 10.8703 10.8703 11.4165
202000 1351.29 10.8762 10.8762 11.4227
204000 1309.75 10.7621 10.7621 11.3029
206000 1285.98 10.6972 10.6972 11.2347
208000 1346.3 10.8617 10.8617 11.4075
210000 1388.83 10.9757 10.9757 11.5273
212000 1379.6 10.9502 10.9502 11.5004
214000 1360.96 10.9012 10.9012 11.449
216000 1382.22 10.9583 10.9583 11.509
218000 1341.76 10.8492 10.8492 11.3944
220000 1410.22 11.0314 11.0314 11.5857
222000 1454.69 11.1463 11.1463 11.7064
224000 1430.92 11.085 11.085 11.6421
226000 1444.54 11.1194 11.1194 11.6782
228000 1478.07 11.2057 11.2057 11.7688
230000 1457.15 11.1528 11.1528 11.7133
232000 1453.61 11.1441 11.1441 11.7041
234000 1475.54 11.1994 11.1994 11.7622
236000 1483.62 11.219 11.219 11.7828
238000 1485.51 11.2247 11.2247 11.7887
240000 1500.71 11.2631 11.2631 11.8291
242000 1450.35 11.1352 11.1352 11.6948
244000 1411.54 11.0341 11.0341 11.5886
246000 1387.08 10.9708 10.9708 11.5221
248000 1417.15 11.0502 11.0502 11.6055
250000 1424.05 11.0676 11.0676 11.6238
252000 1378.12 10.9466 10.9466 11.4967
254000 1359.84 10.8991 10.8991 11.4468
256000 1381.48 10.9552 10.9552 11.5058
258000 1395.16 10.991 10.991 11.5433
260000 1396.53 10.995 10.995 11.5475
262000 1380.74 10.954 10.954 11.5044
264000 1392.69 10.9861 10.9861 11.5381
266000 1396.42 10.9945 10.9945 11.547
268000 1396.48 10.9959 10.9959 11.5485
270000 1379.37 10.9505 10.9505 11.5008
272000 1375.12 10.9382 10.9382 11.4879
274000 1371.54 10.9296 10.9296 11.4788
276000 1365.8 10.9144 10.9144 11.4629
278000 1366.6 10.9168 10.9168 11.4654
280000 1357.63 10.8922 10.8922 11.4396
282000 1328.71 10.8149 10.8149 11.3584
284000 1355.86 10.8882 10.8882 11.4353
286000 1348.96 10.8692 10.8692 11.4154
288000 1305.39 10.7506 10.7506 11.2908
290000 1329.46 10.8168 10.8168 11.3604
292000 1394.33 10.9885 10.9885 11.5407
294000 1392.45 10.9855 10.9855 11.5375
296000 1379.95 10.9523 10.9523 11.5027
298000 1368.98 10.9221 10.9221 11.471
300000 1350.67 10.8744 10.8744 11.4209
302000 1409.25 11.0289 11.0289 11.5832
304000 1418.51 11.0534 11.0534 11.6089
306000 1416.46 11.0484 11.0484 11.6036
308000 1403.05 11.013 11.013 11.5664
310000 1395.35 10.992 10.992 11.5443
312000 1379.46 10.9508 10.9508 11.501
314000 1383.73 10.9625 10.9625 11.5134
316000 1403.57 11.0147 11.0147 11.5682
318000 1410.44 11.0324 11.0324 11.5868
320000 1396.87 10.9968 10.9968 11.5494
322000 1376.05 10.9421 10.9421 11.492
324000 1406.94 11.0227 11.0227 11.5766
326000 1399.97 11.0051 11.0051 11.5581
328000 1373.27 10.9349 10.9349 11.4843
330000 1388.03 10.9739 10.9739 11.5254
332000 1400.17 11.0049 11.0049 11.5579
334000 1407.57 11.0251 11.0251 11.5792
336000 1399.1 11.0026 11.0026 11.5555
338000 1404.31 11.0165 11.0165 11.5701
340000 1392.97 10.9863 10.9863 11.5384
342000 1434.1 11.0936 11.0936 11.6511
344000 1444.51 11.1198 11.1198 11.6786
346000 1425.44 11.0713 11.0713 11.6277
348000 1430.23 11.0835 11.0835 11.6405
350000 1395.98 10.9938 10.9938 11.5463
352000 1429.37 11.0815 11.0815 11.6384
354000 1415.02 11.0442 11.0442 11.5992
356000 1401.19 11.0084 11.0084 11.5616
358000 1412.29 11.0371 11.0371 11.5917
360000 1421.01 11.0601 11.0601 11.6159
362000 1420.76 11.0592 11.0592 11.615
364000 1430.56 11.0832 11.0832 11.6402
366000 1435.96 11.0983 11.0983 11.656
368000 1415.95 11.0466 11.0466 11.6017
370000 1395.16 10.9915 10.9915 11.5438
372000 1398.25 11.0004 11.0004 11.5532
374000 1419.32 11.0543 11.0543 11.6098
376000 1418.01 11.0511 11.0511 11.6064
378000 1432.18 11.0888 11.0888 11.6461
380000 1428.61 11.0791 11.0791 11.6358
382000 1396.15 10.9949 10.9949 11.5474
384000 1406.93 11.0233 11.0233 11.5772
386000 1428.55 11.0793 11.0793 11.636
388000 1418.88 11.0536 11.0536 11.6091
390000 1404.7 11.0161 11.0161 11.5696
392000 1408.34 11.0271 11.0271 11.5812
394000 1391.69 10.9814 10.9814 11.5332
396000 1422.78 11.0644 11.0644 11.6204
398000 1421.55 11.0611 11.0611 11.6169
400000 1405.65 11.0201 11.0201 11.5738
402000 1375.9 10.9413 10.9413 11.4911
404000 1388.32 10.9733 10.9733 11.5247
406000 1391.21 10.9821 10.9821 11.5339
408000 1392.68 10.9863 10.9863 11.5383
410000 1361.74 10.9033 10.9033 11.4512
412000 1372.24 10.9318 10.9318 11.4811
414000 1383.73 10.9626 10.9626 11.5135
416000 1389.91 10.9785 10.9785 11.5302
418000 1398.44 10.9998 10.9998 11.5525
420000 1373.98 10.9362 10.9362 11.4857
422000 1374.06 10.9369 10.9369 11.4865
424000 1353.87 10.883 10.883 11.4299
426000 1355.72 10.8879 10.8879 11.435
428000 1326.41 10.8088 10.8088 11.3519
430000 1330.1 10.8189 10.8189 11.3625
432000 1350.55 10.8741 10.8741 11.4206
434000 1359.32 10.8977 10.8977 11.4454
436000 1353.66 10.8819 10.8819 11.4287
438000 1354.98 10.8856 10.8856 11.4326
440000 1361.56 10.9037 10.9037 11.4517
442000 1359.06 10.8969 10.8969 11.4445
444000 1342.49 10.8521 10.8521 11.3974
446000 1350.8 10.8744 10.8744 11.4209
448000 1356.53 10.8887 10.8887 11.4359
450000 1352.76 10.8801 10.8801 11.4269
452000 1355.78 10.8883 10.8883 11.4354
454000 1364.61 10.9117 10.9117 11.46
456000 1359.92 10.8994 10.8994 11.4471
458000 1345.69 10.8607 10.8607 11.4065
460000 1354.42 10.8842 10.8842 11.4312
462000 1357.38 10.8923 10.8923 11.4396
464000 1355.72 10.8878 10.8878 11.435
466000 1365.35 10.9137 10.9137 11.4621
468000 1371.89 10.9312 10.9312 11.4805
470000 1369.86 10.9258 10.9258 11.4749
472000 1343.38 10.8546 10.8546 11.4001
474000 1353.42 10.8815 10.8815 11.4283
476000 1342.39 10.8515 10.8515 11.3968
478000 1341 10.8483 10.8483 11.3934
480000 1314.95 10.7777 10.7777 11.3193
482000 1320.24 10.7921 10.7921 11.3344
484000 1311.18 10.7666 10.7666 11.3076
486000 1319.78 10.7909 10.7909 11.3331
488000 1326.33 10.808 10.808 11.3511
490000 1333.27 10.8271 10.8271 11.3711
492000 1379.9 10.9523 10.9523 11.5026
494000 1363.26 10.9078 10.9078 11.4559
496000 1355.48 10.8872 10.8872 11.4343
498000 1371.5 10.9299 10.9299 11.4791
500000 1365.34 10.9137 10.9137 11.4621
502000 1361.62 10.9033 10.9033 11.4512
504000 1353.19 10.881 10.881 11.4277
506000 1349.03 10.8697 10.8697 11.4159
508000 1343.88 10.8563 10.8563 11.4018
510000 1361.86 10.9041 10.9041 11.452
512000 1371.41 10.9296 10.9296 11.4789
514000 1364.8 10.9117 10.9117 11.4601
516000 1365.92 10.9152 10.9152 11.4637
518000 1363.54 10.9087 10.9087 11.4569
520000 1370.48 10.9274 10.9274 11.4765
522000 1365.24 10.9133 10.9133 11.4617
524000 1368.92 10.9232 10.9232 11.4721
526000 1369.29 10.924 10.924 11.4729
528000 1368.73 10.9228 10.9228 11.4717
530000 1371.73 10.9306 10.9306 11.4799
532000 1367.49 10.9195 10.9195 11.4682
534000 1368.72 10.9219 10.9219 11.4707
536000 1356.97 10.8911 10.8911 11.4383
538000 1355.86 10.8885 10.8885 11.4356
540000 1367.66 10.92 10.92 11.4687
542000 1371.49 10.9298 10.9298 11.4791
544000 1367.03 10.918 10.918 11.4667
546000 1353.41 10.8817 10.8817 11.4285
548000 1341.38 10.8493 10.8493 11.3945
550000 1349.2 10.8706 10.8706 11.4169
552000 1349.66 10.8713 10.8713 11.4176
554000 1350.62 10.8744 10.8744 11.4209
556000 1345.74 10.8614 10.8614 11.4072
558000 1368.05 10.9205 10.9205 11.4693
560000 1358.78 10.8959 10.8959 11.4434
562000 1366.58 10.9169 10.9169 11.4655
564000 1358.56 10.8954 10.8954 11.4429
566000 1368.29 10.9216 10.9216 11.4704
568000 1349.82 10.8716 10.8716 11.4179
570000 1342.38 10.8512 10.8512 11.3965
572000 1332.79 10.8262 10.8262 11.3702
574000 1347.01 10.8643 10.8643 11.4102
576000 1351.07 10.8754 10.8754 11.4219
578000 1347.88 10.8669 10.8669 11.413
580000 1350.51 10.8741 10.8741 11.4206
582000 1349.7 10.8712 10.8712 11.4175
584000 1352.6 10.8797 10.8797 11.4264
586000 1347.11 10.8648 10.8648 11.4108
588000 1344.08 10.8561 10.8561 11.4016
590000 1342.9 10.8538 10.8538 11.3992
592000 1351.35 10.8764 10.8764 11.423
594000 1347.09 10.865 10.865 11.411
596000 1346.08 10.8623 10.8623 11.4082
598000 1346.96 10.864 10.864 11.4099
600000 1339.23 10.8438 10.8438 11.3887
602000 1342.36 10.8521 10.8521 11.3975
604000 1338.78 10.8424 10.8424 11.3873
606000 1342.11 10.8516 10.8516 11.3969
608000 1341.45 10.8497 10.8497 11.3949
610000 1337.48 10.8389 10.8389 11.3836
612000 1335.33 10.8331 10.8331 11.3775
614000 1344.79 10.8588 10.8588 11.4044
616000 1336.42 10.8358 10.8358 11.3803
618000 1335.73 10.8342 10.8342 11.3786
620000 1339.11 10.8433 10.8433 11.3881
622000 1334.86 10.832 10.832 11.3763
624000 1333.03 10.827 10.827 11.3711
626000 1334.87 10.8319 10.8319 11.3763
628000 1334.48 10.831 10.831 11.3753
630000 1332.68 10.826 10.826 11.3701
632000 1330.14 10.8192 10.8192 11.3629
634000 1326.14 10.8082 10.8082 11.3514
636000 1334.1 10.8299 10.8299 11.3741
638000 1335.58 10.8339 10.8339 11.3783
640000 1326.31 10.8088 10.8088 11.3519
642000 1328.25 10.8141 10.8141 11.3575
644000 1328.53 10.8147 10.8147 11.3582
646000 1329.05 10.8162 10.8162 11.3597
648000 1330.03 10.819 10.819 11.3627
650000 1332.5 10.8256 10.8256 11.3696
652000 1329.39 10.8173 10.8173 11.3609
654000 1332.7 10.8261 10.8261 11.3701
656000 1328.58 10.8145 10.8145 11.3579
658000 1332.37 10.8252 10.8252 11.3692
660000 1330.23 10.8193 10.8193 11.363
662000 1327.86 10.813 10.813 11.3563
664000 1328.96 10.8158 10.8158 11.3593
666000 1329.61 10.8179 10.8179 11.3615
668000 1331.54 10.8231 10.8231 11.367
670000 1328.19 10.8139 10.8139 11.3573
672000 1327.16 10.8109 10.8109 11.3542
674000 1333.05 10.8271 10.8271 11.3712
676000 1328.01 10.8133 10.8133 11.3567
678000 1330.85 10.8211 10.8211 11.3649
680000 1328.38 10.8145 10.8145 11.3579
682000 1327.85 10.813 10.813 11.3564
684000 1327.78 10.8125 10.8125 11.3559
686000 1327.99 10.8133 10.8133 11.3567
688000 1327.98 10.8132 10.8132 11.3565
690000 1328.44 10.8146 10.8146 11.358
692000 1327.53 10.8122 10.8122 11.3555
694000 1328.93 10.816 10.816 11.3595
696000 1326.51 10.8093 10.8093 11.3525
698000 1330.17 10.8186 10.8186 11.3623
700000 1329.86 10.8183 10.8183 11.3619
702000 1331.63 10.8233 10.8233 11.3672
704000 1330.77 10.8209 10.8209 11.3647
706000 1331.61 10.8233 10.8233 11.3672
708000 1331.57 10.8229 10.8229 11.3668
710000 1326.87 10.8103 10.8103 11.3535
712000 1330.08 10.8189 10.8189 11.3626
714000 1327.12 10.8111 10.8111 11.3544
716000 1330.83 10.821 10.821 11.3648
718000 1324.79 10.8046 10.8046 11.3475
720000 1330.02 10.8189 10.8189 11.3626
722000 1332.35 10.8252 10.8252 11.3692
724000 1325.76 10.8069 10.8069 11.35
726000 1328.81 10.8156 10.8156 11.3591
728000 1326.35 10.8087 10.8087 11.3519
730000 1328.68 10.8153 10.8153 11.3587
732000 1323.91 10.8023 10.8023 11.3451
734000 1327.32 10.8116 10.8116 11.3549
736000 1326.42 10.809 10.809 11.3522
738000 1328.74 10.8153 10.8153 11.3588
740000 1325.29 10.8059 10.8059 11.3489
742000 1326.29 10.8087 10.8087 11.3519
744000 1325.33 10.8062 10.8062 11.3492
746000 1324.38 10.8036 10.8036 11.3464
748000 1323.44 10.8011 10.8011 11.3438
750000 1322.97 10.7997 10.7997 11.3424
752000 1323.05 10.7999 10.7999 11.3426
754000 1323.81 10.802 10.802 11.3448
756000 1321.63 10.7961 10.7961 11.3386
758000 1323.29 10.8004 10.8004 11.3431
760000 1322.1 10.7974 10.7974 11.34
762000 1322.6 10.7987 10.7987 11.3414
764000 1323.43 10.801 10.801 11.3438
766000 1315.9 10.7802 10.7802 11.3219
768000 1322.69 10.7988 10.7988 11.3415
770000 1317.12 10.7838 10.7838 11.3257
772000 1319.55 10.7905 10.7905 11.3327
774000 1318.89 10.7887 10.7887 11.3308
776000 1320.05 10.7918 10.7918 11.3341
778000 1319.75 10.791 10.791 11.3333
780000 1318.24 10.7869 10.7869 11.329
782000 1319.47 10.7901 10.7901 11.3323
784000 1317.85 10.7858 10.7858 11.3278
786000 1315.75 10.78 10.78 11.3217
788000 1318.58 10.7878 10.7878 11.3299
790000 1317.63 10.7852 10.7852 11.3271
792000 1314.74 10.7772 10.7772 11.3187
794000 1318.8 10.7884 10.7884 11.3306
796000 1314.9 10.7777 10.7777 11.3192
798000 1317.51 10.7848 10.7848 11.3268
800000 1315.89 10.7805 10.7805 11.3222
802000 1315.81 10.7803 10.7803 11.322
804000 1312.65 10.7716 10.7716 11.3128
806000 1316.35 10.7818 10.7818 11.3236
808000 1312.67 10.7716 10.7716 11.3128
810000 1315.59 10.7795 10.7795 11.3212
812000 1316.43 10.782 10.782 11.3238
814000 1317.61 10.7852 10.7852 11.3272
816000 1315.05 10.7782 10.7782 11.3198
818000 1314.12 10.7756 10.7756 11.3171
820000 1316.94 10.7834 10.7834 11.3253
822000 1316.04 10.7809 10.7809 11.3227
824000 1313.19 10.7731 10.7731 11.3145
826000 1316.53 10.7822 10.7822 11.324
828000 1314.72 10.7773 10.7773 11.3189
830000 1314.08 10.7754 10.7754 11.3169
832000 1315.08 10.7783 10.7783 11.3199
834000 1317.48 10.7849 10.7849 11.3268
836000 1315.08 10.7783 10.7783 11.3199
838000 1314.78 10.7774 10.7774 11.319
840000 1311.22 10.7677 10.7677 11.3087
842000 1315.42 10.7791 10.7791 11.3208
844000 1316.32 10.7816 10.7816 11.3234
846000 1313.32 10.7735 10.7735 11.3149
848000 1313.3 10.7732 10.7732 11.3146
850000 1315.11 10.7784 10.7784 11.32
852000 1316.12 10.7811 10.7811 11.3228
854000 1314.03 10.7753 10.7753 11.3167
856000 1315.2 10.7786 10.7786 11.3202
858000 1313.71 10.7745 10.7745 11.316
860000 1315.33 10.779 10.779 11.3206
862000 1314.71 10.7771 10.7771 11.3187
864000 1315.42 10.7792 10.7792 11.3208
866000 1316.03 10.7809 10.7809 11.3226
868000 1316.84 10.7831 10.7831 11.3249
870000 1315.89 10.7805 10.7805 11.3222
872000 1315.44 10.7793 10.7793 11.321
874000 1318.22 10.7868 10.7868 11.3288
876000 1316.73 10.7828 10.7828 11.3247
878000 1315.3 10.7788 10.7788 11.3204
880000 1315.75 10.7801 10.7801 11.3219
882000 1317.33 10.7844 10.7844 11.3263
884000 1312.78 10.7719 10.7719 11.3132
886000 1315.84 10.7804 10.7804 11.3221
888000 1314.8 10.7775 10.7775 11.3191
890000 1316.55 10.7823 10.7823 11.3241
892000 1313.39 10.7737 10.7737 11.3151
894000 1312.96 10.7724 10.7724 11.3137
896000 1311.69 10.769 10.769 11.3101
898000 1312.49 10.7712 10.7712 11.3124
900000 1311.96 10.7697 10.7697 11.3109
902000 1312.33 10.7708 10.7708 11.3121
904000 1310.66 10.7662 10.7662 11.3072
906000 1312.2 10.7704 10.7704 11.3116
908000 1310.9 10.7669 10.7669 11.3079
910000 1311.55 10.7687 10.7687 11.3098
912000 1310.64 10.7662 10.7662 11.3072
914000 1309.48 10.763 10.763 11.3038
916000 1309.89 10.7641 10.7641 11.305
918000 1309.08 10.7619 10.7619 11.3027
920000 1310.37 10.7654 10.7654 11.3064
922000 1309.23 10.7623 10.7623 11.3031
924000 1309.78 10.7638 10.7638 11.3047
926000 1309.28 10.7624 10.7624 11.3032
928000 1307.93 10.7587 10.7587 11.2994
930000 1307.97 10.7589 10.7589 11.2995
932000 1307.44 10.7574 10.7574 11.298
934000 1307.48 10.7575 10.7575 11.2981
936000 1307.22 10.7568 10.7568 11.2974
938000 1306.17 10.7539 10.7539 11.2943
940000 1306.12 10.7538 10.7538 11.2942
942000 1305.75 10.7528 10.7528 11.2931
944000 1305.39 10.7518 10.7518 11.2921
946000 1305.11 10.751 10.751 11.2913
948000 1305.33 10.7516 10.7516 11.2919
950000 1305.15 10.7512 10.7512 11.2914
952000 1304.78 10.7502 10.7502 11.2904
954000 1304.38 10.749 10.749 11.2892
956000 1303.73 10.7473 10.7473 11.2873
958000 1303.16 10.7457 10.7457 11.2857
960000 1302.96 10.7452 10.7452 11.2851
962000 1302.27 10.7433 10.7433 11.2831
964000 1302.45 10.7438 10.7438 11.2836
966000 1302.47 10.7438 10.7438 11.2837
968000 1302.58 10.7441 10.7441 11.284
970000 1302.42 10.7437 10.7437 11.2836
972000 1302.37 10.7435 10.7435 11.2834
974000 1302.59 10.7441 10.7441 11.284
976000 1302.3 10.7433 10.7433 11.2832
978000 1302.46 10.7438 10.7438 11.2837
980000 1302.37 10.7435 10.7435 11.2834
982000 1302.42 10.7437 10.7437 11.2835
984000 1302.49 10.7439 10.7439 11.2837
986000 1302.25 10.7432 10.7432 11.283
988000 1302.28 10.7433 10.7433 11.2832
990000 1302.47 10.7438 10.7438 11.2837
992000 1302.3 10.7433 10.7433 11.2832
994000 1302.49 10.7439 10.7439 11.2838
996000 1302.31 10.7434 10.7434 11.2832
998000 1302.49 10.7439 10.7439 11.2838
1000000 1302.34 10.7435 10.7435 11.2833
1002000 1302.37 10.7435 10.7435 11.2834
1004000 1302.38 10.7436 10.7436 11.2834
1006000 1302.37 10.7435 10.7435 11.2834
1008000 1302.43 10.7437 10.7437 11.2836
1010000 1302.39 10.7436 10.7436 11.2835
1012000 1302.46 10.7438 10.7438 11.2837
1014000 1302.39 10.7436 10.7436 11.2835
