# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -564.024
4000 -546.352
6000 -541.348
8000 -525.578
10000 -530.528
12000 -526.084
14000 -536.135
16000 -534.831
18000 -539.544
20000 -545.242
22000 -544.373
24000 -537.891
26000 -536.552
28000 -535.866
30000 -538.194
32000 -534.362
34000 -537.433
36000 -543.021
38000 -547.911
40000 -544.363
42000 -550.067
44000 -545.627
46000 -544.574
48000 -543.373
50000 -545.724
52000 -547.616
54000 -554.622
56000 -556.617
58000 -555.146
60000 -548.218
62000 -548.637
64000 -551.821
66000 -551.628
68000 -542.888
70000 -547.777
72000 -550.005
74000 -553.893
76000 -558.171
78000 -559.286
80000 -557.431
82000 -557.736
84000 -558.857
86000 -552.9
88000 -556.257
90000 -559.297
92000 -563.076
94000 -567.762
96000 -563.482
98000 -552.096
100000 -557.197
102000 -558.446
104000 -558.439
106000 -563.053
108000 -563.661
110000 -565.041
112000 -563.988
114000 -562.978
116000 -566.049
118000 -563.574
120000 -563.273
122000 -565.131
124000 -568.496
126000 -570.202
128000 -571.208
130000 -571.258
132000 -569.819
134000 -567.994
136000 -571.384
138000 -571.595
140000 -570.087
142000 -573.952
144000 -573.211
146000 -574.489
148000 -571.084
150000 -570.893
152000 -572.541
154000 -573.722
156000 -576.089
158000 -574.923
160000 -571.47
162000 -573.435
164000 -572.212
166000 -572.224
168000 -575.386
170000 -574.484
172000 -576.752
174000 -575.353
176000 -575.601
178000 -576.687
180000 -575.489
182000 -577.466
184000 -576.343
186000 -577.215
188000 -576.899
190000 -575.052
192000 -576.076
194000 -576.765
196000 -575.501
198000 -577.964
200000 -575.803
202000 -573.839
204000 -572.524
206000 -570.332
208000 -573.713
210000 -573.582
212000 -570.37
214000 -571.013
216000 -573.076
218000 -574.313
220000 -571.335
222000 -572.404
224000 -571.218
226000 -572.61
228000 -571.515
230000 -574.066
232000 -576.385
234000 -577.795
236000 -574.43
238000 -575.3
240000 -573.917
242000 -574.522
244000 -577.941
246000 -575.647
248000 -573.415
250000 -573.758
252000 -574.212
254000 -574.734
256000 -573.764
258000 -576.789
260000 -575.403
262000 -576.001
264000 -576.236
266000 -579.788
268000 -580.47
270000 -580.875
272000 -580.866
274000 -580.27
276000 -579.302
278000 -581.337
280000 -582.488
282000 -582.685
284000 -581.853
286000 -581.915
288000 -584.873
290000 -585.925
292000 -584.509
294000 -583.151
296000 -585.448
298000 -584.557
300000 -587.754
302000 -590.417
304000 -589.049
306000 -589.486
308000 -589.308
310000 -592.093
312000 -590.557
314000 -589.952
316000 -590.697
318000 -589.29
320000 -589.689
322000 -591.382
324000 -590.475
326000 -592.453
328000 -592.26
330000 -592.652
332000 -592.09
334000 -591.137
336000 -590.361
338000 -591.104
340000 -590.677
342000 -586.323
344000 -588.622
346000 -591.14
348000 -588.877
350000 -590.653
352000 -590.043
354000 -589.671
356000 -591.435
358000 -590.617
360000 -591.514
362000 -590.107
364000 -589.858
366000 -589.772
368000 -591.103
370000 -593.181
372000 -592.462
374000 -592.284
376000 -592.836
378000 -590.161
380000 -590.441
382000 -592.678
384000 -591.239
386000 -591.143
388000 -590.645
390000 -591.391
392000 -589.851
394000 -590.812
396000 -589.405
398000 -588.79
400000 -588.775
402000 -591.248
404000 -590.362
406000 -590.137
408000 -591.134
410000 -593.574
412000 -592.135
414000 -592.853
416000 -592.639
418000 -592.702
420000 -591.614
422000 -593.575
424000 -595.128
426000 -595.358
428000 -594.899
430000 -596.586
432000 -595.796
434000 -596.781
436000 -595.632
438000 -595.973
440000 -597.14
442000 -597.609
444000 -598.141
446000 -597.845
448000 -597.483
450000 -599.343
452000 -598.798
454000 -598.101
456000 -599.539
458000 -600.593
460000 -601.462
462000 -601.623
464000 -601.873
466000 -600.996
468000 -601.803
470000 -602.403
472000 -602.571
474000 -602.807
476000 -603.266
478000 -603.462
480000 -604.613
482000 -605.262
484000 -605.679
486000 -604.755
488000 -604.498
490000 -605.229
492000 -604.221
494000 -603.271
496000 -604.606
498000 -604.025
500000 -603.838
502000 -604.843
504000 -605.352
506000 -604.473
508000 -604.044
510000 -604.523
512000 -604.273
514000 -604.281
516000 -605.042
518000 -603.735
520000 -602.545
522000 -603.402
524000 -603.826
526000 -604.279
528000 -604.45
530000 -604.006
532000 -603.443
534000 -603.702
536000 -604.472
538000 -604.287
540000 -604.389
542000 -604.496
544000 -604.436
546000 -605.068
548000 -604.454
550000 -604.118
552000 -603.973
554000 -603.663
556000 -603.852
558000 -603.613
560000 -604.847
562000 -604.571
564000 -604.717
566000 -604.782
568000 -604.561
570000 -605.735
572000 -606.244
574000 -606.666
576000 -606.922
578000 -607.142
580000 -607.42
582000 -608.064
584000 -607.649
586000 -608.533
588000 -608.279
590000 -609.249
592000 -609.41
594000 -609.402
596000 -610.453
598000 -610.63
600000 -610.673
602000 -610.911
604000 -611.778
606000 -611.891
608000 -612.269
610000 -613.066
612000 -613.099
614000 -612.947
616000 -613.169
618000 -613.974
620000 -613.718
622000 -614.478
624000 -614.704
626000 -615.192
628000 -615.43
630000 -615.837
632000 -616.788
634000 -616.648
636000 -616.474
638000 -616.786
640000 -617.407
642000 -617.308
644000 -617.346
646000 -617.832
648000 -617.603
650000 -617.703
652000 -617.664
654000 -617.242
656000 -617.576
658000 -617.773
660000 -617.554
662000 -617.671
664000 -617.816
666000 -617.82
668000 -617.585
670000 -617.597
672000 -617.386
674000 -617.415
676000 -617.797
678000 -618.083
680000 -617.57
682000 -617.635
684000 -617.584
686000 -617.928
688000 -617.528
690000 -617.718
692000 -618.144
694000 -617.828
696000 -617.86
698000 -617.581
700000 -617.622
702000 -618.089
704000 -617.912
706000 -617.35
708000 -617.697
710000 -617.677
712000 -617.295
714000 -617.614
716000 -617.654
718000 -617.466
720000 -617.471
722000 -617.854
724000 -618.034
726000 -617.958
728000 -617.977
730000 -618.268
732000 -618.978
734000 -619.162
736000 -619.136
738000 -619.13
740000 -619.183
742000 -619.228
744000 -619.549
746000 -619.634
748000 -619.787
750000 -620.445
752000 -620.09
754000 -620.422
756000 -620.997
758000 -620.651
760000 -620.816
762000 -621.193
764000 -621.52
766000 -621.735
768000 -621.933
770000 -621.742
772000 -622.253
774000 -621.93
776000 -621.998
778000 -622.637
780000 -622.849
782000 -622.891
784000 -623.1
786000 -623.195
788000 -623.321
790000 -623.427
792000 -623.46
794000 -623.867
796000 -623.875
798000 -623.99
800000 -624.186
802000 -624.302
804000 -624.444
806000 -624.619
808000 -624.593
810000 -624.334
812000 -624.428
814000 -624.166
816000 -624.42
818000 -624.542
820000 -624.581
822000 -624.434
824000 -624.53
826000 -624.237
