# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -569.611
4000 -566.796
6000 -553.647
8000 -546.491
10000 -555.66
12000 -554.474
14000 -550.925
16000 -565.147
18000 -558.387
20000 -558.701
22000 -560.41
24000 -561.795
26000 -564.355
28000 -566.34
30000 -567.628
32000 -571.059
34000 -569.908
36000 -569.171
38000 -572.218
40000 -575.218
42000 -576.164
44000 -579.873
46000 -584.311
48000 -586.287
50000 -587.172
52000 -588.832
54000 -589.435
56000 -592.648
58000 -594.011
60000 -595.296
62000 -598.024
64000 -598.173
66000 -599.88
68000 -602.024
70000 -604.377
72000 -605.759
74000 -606.344
76000 -608.186
78000 -609.879
80000 -611.82
82000 -613.696
84000 -614.529
86000 -616.249
88000 -617.86
90000 -619.843
92000 -621.182
94000 -622.767
96000 -624.234
98000 -625.912
100000 -627.368
