# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -566.129
4000 -567.287
6000 -558.893
8000 -544.092
10000 -540.113
12000 -541.595
14000 -540.348
16000 -548.72
18000 -556.546
20000 -555.244
22000 -558.84
24000 -559.105
26000 -562.081
28000 -566.077
30000 -566.213
32000 -567.484
34000 -572.612
36000 -573.634
38000 -574.83
40000 -577.004
42000 -580.239
44000 -580.76
46000 -583.455
48000 -585.527
50000 -584.973
52000 -588.114
54000 -590.134
56000 -593.152
58000 -594.875
60000 -595.76
62000 -598.103
64000 -599.776
66000 -601.129
68000 -602.553
70000 -604.3
72000 -605.885
74000 -608.644
76000 -609.627
78000 -610.85
80000 -612.675
82000 -614.151
84000 -615.898
86000 -617.629
88000 -618.897
90000 -620.469
92000 -622.094
94000 -623.68
96000 -625.353
98000 -626.87
100000 -628.288
