# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5595.98
4000 5821.66
6000 5533.56
8000 5465.13
10000 5490.57
12000 5379.9
14000 5347.66
16000 5289.45
18000 4983.09
20000 4818.49
22000 4773.74
24000 4732.28
26000 4631.64
28000 4369.88
30000 4320.88
32000 4073.87
34000 4126.69
36000 4001.94
38000 3791.44
40000 3643.59
42000 3553.59
44000 3394.63
46000 3273.71
48000 3211.94
50000 3094.19
52000 3018.04
54000 2874.43
56000 2750.11
58000 2550.44
60000 2480.69
62000 2430.57
64000 2252.35
66000 2067.41
68000 2007.07
70000 1909.17
72000 1746.21
74000 1629.99
76000 1531.49
78000 1414.75
80000 1281.88
82000 1167.04
84000 1039.97
86000 922.471
88000 805.732
90000 691.927
92000 566.058
94000 432.492
96000 311.89
98000 191.552
100000 75.7664
