# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5655.64
4000 5956.62
6000 6039.29
8000 5932.95
10000 5759.52
12000 5994.02
14000 5787.81
16000 5836.58
18000 5794.64
20000 5990.88
22000 5742.6
24000 5746.31
26000 5625.12
28000 5509.17
30000 5614.26
32000 5606.01
34000 5643.82
36000 5485.14
38000 5470.21
40000 5387.46
42000 5446.32
44000 5396.38
46000 5437.98
48000 5402.86
50000 5406.31
52000 5393.47
54000 5302.52
56000 5238.52
58000 5374.11
60000 5254.66
62000 5180.5
64000 5346.31
66000 5181.34
68000 5083.88
70000 5134
72000 5197.18
74000 5004.93
76000 4947.38
78000 5027.98
80000 4966.52
82000 5125
84000 4973.99
86000 4834.74
88000 4899.26
90000 4856.62
92000 4878.99
94000 4938.79
96000 4800.24
98000 4718.72
100000 4856.81
102000 4705.72
104000 4712.94
106000 4693.61
108000 4706.6
110000 4580.1
112000 4549.76
114000 4567.5
116000 4689.61
118000 4464.16
120000 4598.79
122000 4380.07
124000 4515.97
126000 4401.59
128000 4341.2
130000 4435.43
132000 4301.41
134000 4392.86
136000 4256.9
138000 4396.39
140000 4235.99
142000 4271.39
144000 4267.51
146000 4084.76
148000 4191.69
150000 4066.25
152000 4141.04
154000 4153.65
156000 4089.25
158000 3981.56
160000 3903.72
162000 4024.41
164000 4051.85
166000 4142.27
168000 4011.23
170000 4061.75
172000 3931.33
174000 3958.74
176000 3965.77
178000 4148.55
180000 4094.9
182000 4076.72
184000 4137.4
186000 3895.51
188000 4011.63
190000 4098.67
192000 4029.6
194000 4025.67
196000 3960.56
198000 3880.46
200000 4053.83
202000 4010.22
204000 4021.4
206000 3961.36
208000 3997.27
210000 3974.51
212000 4041.87
214000 3995.22
216000 3986.26
218000 4061.01
220000 4114.55
222000 4071.45
224000 4105.58
226000 4034.63
228000 3899.98
230000 4001.68
232000 4059.31
234000 4020.48
236000 3957.28
238000 3959.64
240000 3914.69
242000 4051.22
244000 4049.25
246000 4015.3
248000 3833.97
250000 3957.43
252000 3942.47
254000 3901.97
256000 3703.08
258000 3679.06
260000 3844.41
262000 3699.64
264000 3672.91
266000 3662.39
268000 3702.19
270000 3717.65
272000 3590
274000 3532.89
276000 3599.29
278000 3536.72
280000 3623.17
282000 3521.57
284000 3445.24
286000 3495.52
288000 3384.78
290000 3414.05
292000 3407.19
294000 3404.07
296000 3198.05
298000 3230.39
300000 3224.87
302000 3339.56
304000 3194.68
306000 3185.78
308000 3260.58
310000 3066.05
312000 3154.26
314000 3061.72
316000 3144.23
318000 3076.61
320000 2978.2
322000 2977.74
324000 2971.03
326000 3075.83
328000 3093.93
330000 3062.07
332000 2933.69
334000 2940
336000 3031.22
338000 2892.16
340000 2981.48
342000 2944.95
344000 3019.39
346000 2894.81
348000 3072.95
350000 3078.68
352000 2999.12
354000 2972.84
356000 3018.99
358000 2890.84
360000 2954.07
362000 3038.24
364000 2953.9
366000 2954.12
368000 3066.42
370000 2979.46
372000 3036.77
374000 3088.11
376000 2939.81
378000 2963.31
380000 2939
382000 2979.79
384000 3066.11
386000 2945.79
388000 2893
390000 2966.72
392000 3004.43
394000 3038.58
396000 2939.75
398000 3010.72
400000 3070.78
402000 3031.28
404000 3024.43
406000 2941.9
408000 2989.85
410000 2857.44
412000 2858.7
414000 2791.16
416000 2850.34
418000 2849.64
420000 2805.44
422000 2725.02
424000 2681.21
426000 2779.2
428000 2729.73
430000 2594.51
432000 2534.87
434000 2551.7
436000 2638.14
438000 2584.34
440000 2514.33
442000 2520.02
444000 2523.79
446000 2441.5
448000 2350.78
450000 2405.18
452000 2389.53
454000 2363.75
456000 2244.8
458000 2290.2
460000 2301.64
462000 2175.97
464000 2229.97
466000 2179.42
468000 2173.71
470000 2149.81
472000 2116.5
474000 2070.93
476000 2031.69
478000 1972.78
480000 1978.06
482000 2015.97
484000 2023.98
486000 1983.8
488000 2014.01
490000 1970.74
492000 1974.78
494000 1949.17
496000 1964.59
498000 2002.03
500000 1987.96
502000 2060.58
504000 1955.43
506000 2028.01
508000 2019.1
510000 2053.5
512000 1943.83
514000 1938.94
516000 2045.58
518000 2034.08
520000 2054.84
522000 2035
524000 1978.83
526000 1968.54
528000 2011.01
530000 2008.48
532000 2058.7
534000 2025.4
536000 1988.72
538000 1967.99
540000 1960.93
542000 1963.28
544000 1969.45
546000 1948.57
548000 2005.96
550000 1957.12
552000 1963.3
554000 2025.51
556000 2014.52
558000 2069.22
560000 2036.53
562000 1997.56
564000 2006.89
566000 1927.85
568000 1872.88
570000 1887.46
572000 1897.49
574000 1843.84
576000 1834.28
578000 1794.85
580000 1739.37
582000 1747.53
584000 1746.59
586000 1712.16
588000 1685.18
590000 1672.97
592000 1579.42
594000 1562.73
596000 1558.44
598000 1510.21
600000 1516.25
