# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2308.51 13.0003 13.0003 13.6536
4000 2395.25 13.1624 13.1624 13.8238
6000 2326.62 13.035 13.035 13.69
8000 2253.86 12.8974 12.8974 13.5455
10000 2327.4 13.0319 13.0319 13.6868
12000 2289.3 12.9624 12.9624 13.6137
14000 2179.51 12.753 12.753 13.3938
16000 1861.98 12.0926 12.0926 12.7003
18000 1669.64 11.6691 11.6691 12.2554
20000 1584.91 11.4675 11.4675 12.0437
22000 1662.79 11.6515 11.6515 12.237
24000 1572.23 11.4383 11.4383 12.0131
26000 1418.86 11.0536 11.0536 11.6091
28000 1537.58 11.3536 11.3536 11.9242
30000 1608.8 11.5262 11.5262 12.1054
32000 1616.31 11.5442 11.5442 12.1244
34000 1556.01 11.3974 11.3974 11.9701
36000 1556.99 11.3994 11.3994 11.9722
38000 1654.58 11.6355 11.6355 12.2202
40000 1580.68 11.4574 11.4574 12.0331
42000 1568 11.4263 11.4263 12.0005
44000 1439.67 11.1077 11.1077 11.6658
46000 1486.76 11.2266 11.2266 11.7907
48000 1434.16 11.0932 11.0932 11.6506
50000 1394.64 10.9901 10.9901 11.5424
52000 1397.51 10.9987 10.9987 11.5514
54000 1412.84 11.038 11.038 11.5927
56000 1409.74 11.0296 11.0296 11.5839
58000 1540.74 11.3615 11.3615 11.9324
60000 1465.59 11.1687 11.1687 11.7299
62000 1482.2 11.2152 11.2152 11.7788
64000 1390.36 10.9771 10.9771 11.5287
66000 1383.45 10.9597 10.9597 11.5104
68000 1386.86 10.9686 10.9686 11.5198
70000 1516.43 11.3023 11.3023 11.8702
72000 1508.38 11.2793 11.2793 11.8461
74000 1534.89 11.3471 11.3471 11.9173
76000 1542.7 11.3634 11.3634 11.9344
78000 1468.49 11.1817 11.1817 11.7436
80000 1429.33 11.0794 11.0794 11.6362
82000 1422.41 11.0626 11.0626 11.6185
84000 1439.23 11.1005 11.1005 11.6583
86000 1606.95 11.5192 11.5192 12.0981
88000 1585.52 11.4704 11.4704 12.0468
90000 1641.08 11.6029 11.6029 12.1859
92000 1672.57 11.6771 11.6771 12.2639
94000 1702.95 11.7474 11.7474 12.3378
96000 1701.13 11.7435 11.7435 12.3336
98000 1720.95 11.7847 11.7847 12.3769
100000 1669.45 11.669 11.669 12.2553
102000 1607.68 11.5242 11.5242 12.1033
104000 1552.6 11.3901 11.3901 11.9625
106000 1497.58 11.2548 11.2548 11.8204
108000 1428.82 11.0789 11.0789 11.6356
110000 1469.25 11.1835 11.1835 11.7455
112000 1403.49 11.0122 11.0122 11.5655
114000 1459.46 11.1584 11.1584 11.7191
116000 1370.09 10.9247 10.9247 11.4736
118000 1347.29 10.8645 10.8645 11.4104
120000 1358.7 10.8956 10.8956 11.4431
122000 1315.24 10.777 10.777 11.3186
124000 1324.42 10.8032 10.8032 11.3461
126000 1358.25 10.8932 10.8932 11.4406
128000 1399.64 11.004 11.004 11.557
130000 1413.31 11.0399 11.0399 11.5947
132000 1458.31 11.1531 11.1531 11.7135
134000 1420.28 11.058 11.058 11.6137
136000 1383.6 10.9605 10.9605 11.5112
138000 1359 10.896 10.896 11.4435
140000 1366.06 10.9155 10.9155 11.4641
142000 1380.02 10.9521 10.9521 11.5025
144000 1384.91 10.9643 10.9643 11.5153
146000 1438.26 11.104 11.104 11.662
148000 1461.33 11.1632 11.1632 11.7242
150000 1352.02 10.8774 10.8774 11.424
