# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -566.804
4000 -557.557
6000 -553.076
8000 -554.879
10000 -545.629
12000 -542.5
14000 -543.146
16000 -546.047
18000 -548.121
20000 -551.647
22000 -552.314
24000 -557.765
26000 -564.829
28000 -564.112
30000 -565.086
32000 -569.778
34000 -571.696
36000 -571.756
38000 -572.533
40000 -574.778
42000 -574.424
44000 -577.758
46000 -579.083
48000 -584.327
50000 -588.241
52000 -589.71
54000 -590.529
56000 -590.554
58000 -591.581
60000 -593.546
62000 -594.614
64000 -596.158
66000 -598.296
68000 -599.896
70000 -601.828
72000 -602.956
74000 -604.562
76000 -606.061
78000 -608.368
80000 -609.458
82000 -610.934
84000 -612.646
86000 -614.376
88000 -616.249
90000 -617.436
92000 -619.056
94000 -620.675
96000 -622.336
98000 -623.727
100000 -625.267
