# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5606.69
4000 5949.2
6000 5710.96
8000 5650.84
10000 5406.04
12000 5545.22
14000 5296.11
16000 4972.48
18000 5039.42
20000 4853.87
22000 4662.21
24000 4761.36
26000 4571.75
28000 4463.52
30000 4237.65
32000 4038.2
34000 4011.22
36000 4021.44
38000 3852.57
40000 3683.5
42000 3649.1
44000 3464.02
46000 3413.87
48000 3248.64
50000 3003.99
52000 2863.54
54000 2756.85
56000 2742.14
58000 2664.45
60000 2522.65
62000 2410.48
64000 2300.79
66000 2107.88
68000 2005.74
70000 1861.74
72000 1767.86
74000 1649.86
76000 1546.13
78000 1367.62
80000 1295.54
82000 1165.75
84000 1036.3
86000 907.693
88000 768.66
90000 684.158
92000 564.639
94000 435.131
96000 306.075
98000 193.126
100000 73.9195
