# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5539.83
4000 5741.54
6000 5573.17
8000 5612.08
10000 5371.79
12000 5415.65
14000 5212.02
16000 5098.85
18000 4947.1
20000 4862.08
22000 4813.06
24000 4629.76
26000 4566.93
28000 4435.29
30000 4395.01
32000 4150.71
34000 4131.6
36000 4028.24
38000 3785.98
40000 3677
42000 3581.28
44000 3423.29
46000 3342.17
48000 3220.23
50000 3114.19
52000 2877.32
54000 2800.35
56000 2753.07
58000 2559.68
60000 2447.37
62000 2274.83
64000 2243.35
66000 2128.7
68000 1996.54
70000 1858.57
72000 1760.24
74000 1623.47
76000 1526.46
78000 1418.76
80000 1292.26
82000 1164.73
84000 1050.75
86000 933.672
88000 787.363
90000 685.507
92000 552.352
94000 427.666
96000 305.564
98000 194.104
100000 74.6213
