# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5646.02
4000 5904.35
6000 5713.43
8000 5727.01
10000 5398.47
12000 5509.35
14000 5117.11
16000 5002.24
18000 4840.37
20000 4893.58
22000 4742.16
24000 4630.06
26000 4589.51
28000 4543.24
30000 4337.01
32000 4196.68
34000 4082.55
36000 3844.83
38000 3724.38
40000 3785.31
42000 3524.18
44000 3416.72
46000 3280.36
48000 3218.24
50000 3118.25
52000 3026.19
54000 2789.57
56000 2716.38
58000 2648.91
60000 2477.24
62000 2366.06
64000 2199.33
66000 2056.06
68000 1949.32
70000 1910.17
72000 1739.1
74000 1595.94
76000 1513.42
78000 1395.17
80000 1292.28
82000 1166.71
84000 1035.32
86000 914.549
88000 800.263
90000 673.828
92000 546.831
94000 439.258
96000 311.529
98000 189.946
100000 74.5288
