# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5631.95
4000 5834.45
6000 5792.84
8000 5765.92
10000 5934.79
12000 5892.95
14000 6018.88
16000 5869.7
18000 5947.92
20000 5857.32
22000 5857.1
24000 5875.35
26000 5637.57
28000 5713.42
30000 5754.81
32000 5508.56
34000 5488.46
36000 5538.82
38000 5539.34
40000 5496.94
42000 5591.27
44000 5583.25
46000 5512.46
48000 5337.48
50000 5371.3
52000 5430.5
54000 5355.45
56000 5381.28
58000 5366.2
60000 5361.46
62000 5142.69
64000 5249.15
66000 5207.17
68000 5207.54
70000 4968.53
72000 5140.82
74000 5083.53
76000 5117.12
78000 5122.15
80000 5072.32
82000 4980.68
84000 5032.94
86000 4891.66
88000 4891.91
90000 4931.29
92000 5051.46
94000 4928.57
96000 4843.19
98000 4773.83
100000 4659.59
102000 4831.74
104000 4728.73
106000 4587.61
108000 4796.3
110000 4674.62
112000 4657.52
114000 4527.46
116000 4648.67
118000 4610.24
120000 4592.64
122000 4425.59
124000 4416.99
126000 4516.16
128000 4431.36
130000 4273.18
132000 4305.16
134000 4263.71
136000 4291.26
138000 4349.35
140000 4330.66
142000 4282.8
144000 4286.47
146000 4262.97
148000 4181.41
150000 4159.62
152000 4125.07
154000 3946.21
156000 4061.84
158000 4095.03
160000 3933.05
162000 3930.51
164000 4067.97
166000 4038.86
168000 4054.5
170000 4071.76
172000 4052.38
174000 4026.2
176000 3932.46
178000 3868.45
180000 4051.59
182000 3987.11
184000 3927.21
186000 3958.84
188000 3998.04
190000 4049.44
192000 4002.06
194000 3998.79
196000 4156.28
198000 4098.73
200000 4057.83
202000 4066.43
204000 3970
206000 4038.95
208000 4111.41
210000 4004.86
212000 4148.75
214000 4048.75
216000 3997.55
218000 4105.54
220000 3994.17
222000 4034.32
224000 4042.89
226000 3981.48
228000 4022.71
230000 3986.2
232000 4118.82
234000 4087.94
236000 3971.15
238000 4000.07
240000 4086.14
242000 4042.2
244000 3947.83
246000 3940.76
248000 3883.35
250000 3795.08
252000 3876.39
254000 3969.93
256000 3848.68
258000 3808.08
260000 3706.9
262000 3699.79
264000 3630.44
266000 3795.09
268000 3598.15
270000 3693.81
272000 3659.75
274000 3670.26
276000 3659.7
278000 3570.95
280000 3467
282000 3509.91
284000 3335.12
286000 3346.52
288000 3523.29
290000 3452.8
292000 3426.42
294000 3416.81
296000 3363.54
298000 3359.76
300000 3259.69
302000 3277.46
304000 3282.69
306000 3058.81
308000 3181.28
310000 3228.05
312000 3177.39
314000 3052.94
316000 3009.88
318000 3107.63
320000 3016.86
322000 3066.24
324000 3063.34
326000 2937.96
328000 3026.66
330000 2919.6
332000 3049.49
334000 2989.74
336000 3028.83
338000 2996.72
340000 2968.18
342000 2963.86
344000 3063.61
346000 3063.38
348000 3025.72
350000 3050.23
352000 2940.93
354000 2954.62
356000 2914.9
358000 2911.17
360000 3074.45
362000 3028.86
364000 2997.77
366000 2978.44
368000 3011.45
370000 3093.23
372000 2940.39
374000 2923.63
376000 2951.69
378000 3030.02
380000 2994.39
382000 3096.56
384000 2988.91
386000 3042.03
388000 3061.16
390000 3018.84
392000 2931.28
394000 2936.35
396000 2958.71
398000 3023.12
400000 2994.32
402000 2996.37
404000 3008.4
406000 2941.79
408000 2827.81
410000 2939.98
412000 2835.02
414000 2818.35
416000 2820.71
418000 2755.1
420000 2789.32
422000 2829.54
424000 2759.3
426000 2716.24
428000 2613.17
430000 2738.91
432000 2570.58
434000 2606.24
436000 2559.35
438000 2512.35
440000 2537.78
442000 2425.13
444000 2484.31
446000 2492.04
448000 2460.71
450000 2433.05
452000 2418.15
454000 2353.17
456000 2235.76
458000 2253.89
460000 2234.94
462000 2243.2
464000 2278.5
466000 2169.42
468000 2129.01
470000 2058.13
472000 2093.07
474000 2107.71
476000 2125.85
478000 2077.51
480000 2075.16
482000 1985.57
484000 2022.28
486000 1951.96
488000 1945.42
490000 1993
492000 1947.95
494000 1939.57
496000 2067.47
498000 2039.29
500000 2058.62
502000 2028.49
504000 1994.66
506000 2031.71
508000 2006.12
510000 1941.4
512000 1992.15
514000 2044.07
516000 1987.78
518000 2010.23
520000 2058.51
522000 1968.98
524000 2033.27
526000 2062.35
528000 2042.03
530000 2028
532000 1999.14
534000 2015.24
536000 1943.96
538000 1945.04
540000 2029.7
542000 2026.34
544000 2026.07
546000 1985.25
548000 1993.48
550000 2010.17
552000 2061.5
554000 1982.65
556000 1980.92
558000 1975.95
560000 1972.05
562000 1977.78
564000 1951.91
566000 1930.24
568000 1912.54
570000 1824.43
572000 1886.88
574000 1832.4
576000 1749.46
578000 1734.24
580000 1771.94
582000 1712.45
584000 1682.51
586000 1670.03
588000 1695.21
590000 1605.07
592000 1607.56
594000 1587.53
596000 1549.71
598000 1600.69
600000 1468.75
602000 1522.03
604000 1457.91
606000 1405.91
608000 1412.7
610000 1378.74
612000 1392.36
614000 1370.43
616000 1316.82
618000 1307.47
620000 1265.37
622000 1209.3
624000 1192.71
626000 1173.53
628000 1172.45
630000 1105.17
632000 1119.86
634000 1082.62
636000 1061.05
638000 1068.07
640000 1006.32
642000 996.361
644000 998.05
646000 1029.54
648000 983.372
650000 996.839
652000 1021.39
654000 1024.75
656000 996.585
658000 998.526
660000 976.233
662000 1005.21
664000 993.505
666000 1009.87
668000 1021.76
670000 1019
672000 1018.17
674000 987.886
676000 1011.95
678000 1007.24
680000 989.011
682000 1010.61
684000 1021.85
686000 980.688
688000 1002.94
690000 1018.85
692000 1000.76
694000 987.827
696000 977.263
698000 971.37
700000 1013.52
702000 1000.16
704000 971.635
706000 1026.93
708000 1027.29
710000 985.361
712000 1022.3
714000 970.579
716000 1001.3
718000 981.597
720000 993.157
722000 969.288
724000 990.743
726000 990.581
728000 985.61
730000 948.065
732000 898.759
734000 894.548
736000 926.536
738000 917.992
740000 896.896
742000 862.039
744000 835.181
746000 827.195
748000 815.553
750000 823.806
752000 797.838
754000 784.662
756000 791.084
758000 797.663
760000 753.724
762000 728.092
764000 721.848
766000 703.492
768000 721.044
770000 691.426
772000 690.115
774000 651.596
776000 639.333
778000 642.253
780000 640.958
782000 608.129
784000 604.921
786000 578.711
788000 582.39
790000 556.763
792000 554.629
794000 558.68
796000 519.85
798000 533.316
800000 521.081
802000 499.202
804000 484.708
806000 509.404
808000 495.799
810000 506.044
812000 493.233
814000 495.608
816000 506.43
818000 484.991
820000 512.46
822000 491.382
824000 496.582
826000 502.255
828000 506.297
830000 513.181
832000 507.603
834000 505.162
836000 502.23
838000 484.115
840000 503.895
842000 496.733
844000 500.32
846000 508.227
848000 514.099
850000 506.795
852000 503.226
854000 498.228
856000 504.557
858000 512.844
860000 492.065
862000 504.1
864000 484.964
866000 491.481
868000 511.776
870000 493.933
872000 514.026
874000 502.819
876000 505.512
878000 487.293
880000 489.513
882000 496.918
884000 495.915
886000 479.579
888000 453.592
890000 440.069
892000 445.459
894000 419.565
896000 393.385
898000 402.314
900000 390.676
902000 364.749
904000 355.718
906000 357.354
908000 342.505
910000 319.772
912000 302.55
914000 290.706
916000 282.821
918000 281.757
920000 260.182
922000 243.489
924000 243.228
926000 229.724
928000 217.632
930000 203.721
932000 192.88
934000 177.115
936000 163.254
938000 151.193
940000 143.523
942000 129.265
944000 115.163
946000 100.013
948000 90.0516
950000 79.9589
952000 65.6099
954000 53.5825
956000 40.2154
958000 28.5921
960000 16.6102
962000 10.1125
964000 9.91566
966000 9.70576
968000 9.7351
970000 9.88268
972000 9.78197
974000 10.068
976000 9.86021
978000 9.67386
980000 9.70882
982000 9.72535
984000 9.88412
986000 10.2845
988000 10.1918
990000 10.0168
992000 9.91662
994000 9.7707
996000 10.3188
998000 10.2412
1000000 9.95551
1002000 9.98665
1004000 9.70703
1006000 9.8597
1008000 10.2503
1010000 9.76397
1012000 10.1106
1014000 10.1647
1016000 10.2313
1018000 9.9293
1020000 9.65287
1022000 10.018
1024000 9.89437
1026000 9.85772
1028000 10.0929
1030000 10.3026
1032000 10.2003
1034000 9.68963
1036000 9.73653
1038000 10.284
1040000 10.3033
