# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -563.8
4000 -558.189
6000 -548.521
8000 -546.055
10000 -537.373
12000 -537.901
14000 -540.414
16000 -533.578
18000 -528.18
20000 -535.052
22000 -548.651
24000 -549.9
26000 -552.609
28000 -559.423
30000 -560.315
32000 -560.367
34000 -561.139
36000 -562.931
38000 -566.486
40000 -563.363
42000 -567.217
44000 -571.295
46000 -574.934
48000 -576.867
50000 -580.464
52000 -580.979
54000 -582.504
56000 -584.068
58000 -585.734
60000 -587.095
62000 -589.323
64000 -590.425
66000 -592.566
68000 -594.025
70000 -594.968
72000 -597.471
74000 -599.127
76000 -600.357
78000 -601.39
80000 -603.524
82000 -605.02
84000 -606.563
86000 -608.472
88000 -609.949
90000 -611.73
92000 -613.006
94000 -614.574
96000 -616.267
98000 -617.846
100000 -619.321
