# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5628.38
4000 5830.46
6000 5747.64
8000 5429.97
10000 5583.63
12000 5273.3
14000 5202.75
16000 5143.71
18000 5018.48
20000 4933.92
22000 4726.63
24000 4644.28
26000 4470.32
28000 4310.72
30000 4194.73
32000 4201.32
34000 4163.67
36000 4004.23
38000 3709.92
40000 3774.78
42000 3616.93
44000 3511.98
46000 3264.03
48000 3190.6
50000 3023.1
52000 3020.53
54000 2871.18
56000 2697.09
58000 2621.88
60000 2512.09
62000 2314.92
64000 2236.48
66000 2080.03
68000 1962.32
70000 1894.65
72000 1706.65
74000 1589.43
76000 1479.74
78000 1410.01
80000 1272.61
82000 1164.13
84000 1037.25
86000 894.292
88000 789.353
90000 665.547
92000 557.766
94000 438.982
96000 311.803
98000 190.157
100000 75.0348
