# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2312.42 13.0073 13.0073 13.661
4000 2331.31 13.0443 13.0443 13.6998
6000 2371.46 13.1136 13.1136 13.7726
8000 2353.29 13.0843 13.0843 13.7418
10000 2330.92 13.0436 13.0436 13.6991
12000 2320.35 13.0235 13.0235 13.678
14000 2336.61 13.0532 13.0532 13.7092
16000 2286.74 12.961 12.961 13.6123
18000 2290.6 12.9671 12.9671 13.6187
20000 2314.7 13.0108 13.0108 13.6646
22000 2319.89 13.0225 13.0225 13.6769
24000 2292 12.9701 12.9701 13.6219
26000 2304.75 12.9944 12.9944 13.6473
28000 2310.35 13.0027 13.0027 13.6561
30000 2302.7 12.9902 12.9902 13.643
32000 2324.67 13.0319 13.0319 13.6868
34000 2311.71 13.0078 13.0078 13.6614
36000 2303.62 12.9927 12.9927 13.6456
38000 2277.54 12.9434 12.9434 13.5938
40000 2272.73 12.9339 12.9339 13.5839
42000 2286.38 12.9598 12.9598 13.611
44000 2302.96 12.9897 12.9897 13.6425
46000 2293.73 12.9739 12.9739 13.6258
48000 2311.77 13.0079 13.0079 13.6615
50000 2297.06 12.9801 12.9801 13.6323
52000 2298.57 12.9818 12.9818 13.6341
54000 2294.83 12.9757 12.9757 13.6277
56000 2281.07 12.95 12.95 13.6007
58000 2295.05 12.9764 12.9764 13.6285
60000 2297.03 12.9794 12.9794 13.6317
62000 2269.95 12.9284 12.9284 13.5781
64000 2271.7 12.9325 12.9325 13.5824
66000 2269.23 12.9276 12.9276 13.5772
68000 2274.32 12.9373 12.9373 13.5875
70000 2266.81 12.923 12.923 13.5724
72000 2266.76 12.9228 12.9228 13.5722
74000 2262.92 12.9156 12.9156 13.5646
76000 2252.43 12.8954 12.8954 13.5435
78000 2267.42 12.9242 12.9242 13.5736
80000 2264.35 12.9185 12.9185 13.5676
82000 2253.72 12.8983 12.8983 13.5465
84000 2244.55 12.8808 12.8808 13.5281
86000 2256.05 12.9027 12.9027 13.551
88000 2257.93 12.9064 12.9064 13.5549
90000 2255.75 12.9022 12.9022 13.5506
92000 2251.52 12.8942 12.8942 13.5421
94000 2246.24 12.8841 12.8841 13.5316
96000 2245.71 12.8831 12.8831 13.5305
98000 2238.83 12.8699 12.8699 13.5166
100000 2239.56 12.8713 12.8713 13.5181
