# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5577.93
4000 5656.83
6000 5852.02
8000 5678.94
10000 5483.19
12000 5235.26
14000 5214.75
16000 5242.72
18000 5090.89
20000 4922.89
22000 4658.34
24000 4541.41
26000 4608.25
28000 4406.41
30000 4307.89
32000 4044.5
34000 3932.43
36000 4034.69
38000 3791.84
40000 3610.12
42000 3582.67
44000 3427.77
46000 3302.05
48000 3170.24
50000 3157.2
52000 3030.86
54000 2854.41
56000 2683.67
58000 2541.52
60000 2510.36
62000 2423.78
64000 2288.27
66000 2073.85
68000 1968.48
70000 1890.21
72000 1789.75
74000 1620.75
76000 1500.9
78000 1401.95
80000 1297.8
82000 1168.86
84000 1033.13
86000 933.725
88000 782.482
90000 669.908
92000 568.628
94000 443.597
96000 310.584
98000 185.218
100000 77.0745
