# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -562.934
4000 -542.589
6000 -544.88
8000 -545.979
10000 -539.707
12000 -548.804
14000 -548.982
16000 -547.019
18000 -552.875
20000 -561.017
22000 -552.907
24000 -558.276
26000 -559.775
28000 -566.711
30000 -570.616
32000 -570.604
34000 -571.366
36000 -574.413
38000 -574.263
40000 -576.152
42000 -576.845
44000 -578.287
46000 -580.349
48000 -584.506
50000 -586.575
52000 -586.389
54000 -588.049
56000 -588.874
58000 -592.189
60000 -593.352
62000 -594.134
64000 -595.691
66000 -597.244
68000 -599.489
70000 -601.489
72000 -602.876
74000 -604.363
76000 -605.651
78000 -607.417
80000 -609.598
82000 -610.899
84000 -612.414
86000 -613.929
88000 -615.538
90000 -617.104
92000 -618.856
94000 -620.313
96000 -621.952
98000 -623.491
100000 -624.998
