# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5594.57
4000 5819.39
6000 5766.42
8000 5531.67
10000 5578.86
12000 5450.84
14000 5236.12
16000 5197.09
18000 5104.7
20000 4969.8
22000 4757.48
24000 4732.25
26000 4618.17
28000 4460.35
30000 4206.02
32000 4208.12
34000 4017.85
36000 3806.67
38000 3920.08
40000 3746.4
42000 3570.58
44000 3454.15
46000 3406.65
48000 3198.14
50000 3030.63
52000 2825.83
54000 2894.72
56000 2749.63
58000 2682.82
60000 2509.53
62000 2314.97
64000 2217.74
66000 2111.53
68000 2031.65
70000 1874.41
72000 1772.37
74000 1683.83
76000 1489.15
78000 1347.31
80000 1286.4
82000 1151.94
84000 1015.1
86000 941.567
88000 782.214
90000 646.444
92000 556.491
94000 426.533
96000 317.339
98000 189.236
100000 74.1879
