# Time-averaged data for fix 12coord
# TimeStep c_sumcoor12
2000 1.31901
4000 1.29177
6000 1.29021
8000 1.29443
10000 1.27078
12000 1.30573
14000 1.3338
16000 1.34542
18000 1.35661
20000 1.36766
22000 1.36599
24000 1.36281
26000 1.37495
28000 1.39714
30000 1.39286
32000 1.37255
34000 1.38609
36000 1.35854
38000 1.38354
40000 1.39172
42000 1.39562
44000 1.36953
46000 1.34432
48000 1.3237
50000 1.34906
52000 1.37177
54000 1.36911
56000 1.36922
58000 1.38719
60000 1.39318
62000 1.39292
64000 1.40031
66000 1.39156
68000 1.3888
70000 1.38885
72000 1.3874
74000 1.39203
76000 1.39203
78000 1.39073
80000 1.3912
82000 1.39068
84000 1.38839
86000 1.38964
88000 1.38964
90000 1.38974
92000 1.38927
94000 1.39047
96000 1.39219
98000 1.39375
100000 1.39573
