# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -561.601
4000 -542.298
6000 -538.491
8000 -543.238
10000 -533.559
12000 -540.498
14000 -547.093
16000 -549.25
18000 -558.862
20000 -556.704
22000 -558.389
24000 -560.278
26000 -562.164
28000 -566.11
30000 -571.723
32000 -571.773
34000 -569.852
36000 -571.045
38000 -573.93
40000 -575.196
42000 -579.371
44000 -578.805
46000 -579.845
48000 -580.285
50000 -584.398
52000 -587.198
54000 -588.26
56000 -589.73
58000 -592.62
60000 -595.772
62000 -597.27
64000 -598.777
66000 -599.23
68000 -601.933
70000 -604.354
72000 -606.491
74000 -608.062
76000 -609.285
78000 -611.413
80000 -613.098
82000 -614.781
84000 -615.767
86000 -617.499
88000 -618.938
90000 -620.464
92000 -622.237
94000 -623.726
96000 -625.439
98000 -626.98
100000 -628.398
