# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5632.66
4000 5900.55
6000 5792.61
8000 5636.17
10000 5665.23
12000 5244.01
14000 5261.04
16000 5083.03
18000 4907.45
20000 4948.26
22000 4882.2
24000 4680.91
26000 4369.5
28000 4476.65
30000 4271.16
32000 4115.64
34000 4162.73
36000 4003.47
38000 3787.49
40000 3573.83
42000 3641.34
44000 3504.19
46000 3328.82
48000 3136.8
50000 3102.26
52000 2892.12
54000 2829.87
56000 2698.31
58000 2566.97
60000 2486.41
62000 2366.08
64000 2217.13
66000 2045.15
68000 2001.76
70000 1838.28
72000 1685.5
74000 1637.13
76000 1545.26
78000 1392.97
80000 1283.72
82000 1166.75
84000 1037.92
86000 915.546
88000 785.567
90000 688.783
92000 551.503
94000 436.531
96000 319.917
98000 189.253
100000 74.2637
