# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2283.13 12.9526 12.9526 13.6035
4000 2254.65 12.8983 12.8983 13.5464
6000 1889.45 12.1555 12.1555 12.7663
8000 1915.59 12.2135 12.2135 12.8272
10000 1982.81 12.3562 12.3562 12.9771
12000 1964.6 12.319 12.319 12.938
14000 1774.67 11.9074 11.9074 12.5057
16000 1838.1 12.0494 12.0494 12.6548
18000 1607.27 11.5196 11.5196 12.0984
20000 1573.75 11.442 11.442 12.017
22000 1565.96 11.4209 11.4209 11.9948
24000 1512.8 11.2884 11.2884 11.8557
26000 1530.5 11.3365 11.3365 11.9062
28000 1484.87 11.2233 11.2233 11.7872
30000 1600.15 11.5057 11.5057 12.0839
32000 1543.74 11.3678 11.3678 11.939
34000 1510.7 11.2863 11.2863 11.8535
36000 1439.34 11.1057 11.1057 11.6638
38000 1448.4 11.1293 11.1293 11.6886
40000 1389.56 10.9775 10.9775 11.5292
42000 1385.3 10.9661 10.9661 11.5171
44000 1432.73 11.09 11.09 11.6473
46000 1447.14 11.1266 11.1266 11.6857
48000 1388.21 10.972 10.972 11.5234
50000 1421.25 11.056 11.056 11.6115
52000 1509.22 11.2819 11.2819 11.8489
54000 1521.79 11.3146 11.3146 11.8831
56000 1443.72 11.1164 11.1164 11.675
58000 1412.89 11.0388 11.0388 11.5935
60000 1405.45 11.0177 11.0177 11.5713
62000 1457.92 11.1488 11.1488 11.7091
64000 1541.69 11.363 11.363 11.934
66000 1489 11.2318 11.2318 11.7962
68000 1517.84 11.3037 11.3037 11.8718
70000 1516.1 11.3 11.3 11.8678
72000 1522.08 11.3117 11.3117 11.8801
74000 1400.46 11.0052 11.0052 11.5582
76000 1390.96 10.9799 10.9799 11.5317
78000 1372.86 10.9315 10.9315 11.4808
80000 1359.11 10.897 10.897 11.4446
82000 1351.9 10.8773 10.8773 11.4239
84000 1314.45 10.7715 10.7715 11.3127
86000 1377 10.9442 10.9442 11.4942
88000 1393.07 10.9868 10.9868 11.5388
90000 1429.8 11.0805 11.0805 11.6373
92000 1387.05 10.9703 10.9703 11.5216
