# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -560.724
4000 -554.826
6000 -555.446
8000 -553.598
10000 -550.229
12000 -552.721
14000 -555.281
16000 -553.425
18000 -549.836
20000 -551.226
22000 -555.593
24000 -558.741
26000 -561.221
28000 -566.558
30000 -567.082
32000 -569.713
34000 -573.244
36000 -573.31
38000 -573.664
40000 -577.595
42000 -578.36
44000 -580.689
46000 -584.507
48000 -585.706
50000 -586.318
52000 -588.168
54000 -589.83
56000 -590.981
58000 -592.733
60000 -595.003
62000 -596.473
64000 -597.117
66000 -598.227
68000 -599.991
70000 -602.163
72000 -604.385
74000 -606.543
76000 -608.105
78000 -610.042
80000 -611.241
82000 -612.644
84000 -614.25
86000 -616.031
88000 -617.951
90000 -618.974
92000 -620.734
94000 -622.359
96000 -623.907
98000 -625.503
100000 -626.961
