# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5703.01
4000 5837.71
6000 5623.98
8000 5524.36
10000 5394.88
12000 5390.39
14000 5281.02
16000 5192.87
18000 4980.92
20000 4981.25
22000 4768.78
24000 4695.19
26000 4559.33
28000 4374.95
30000 4339
32000 4019.35
34000 4030.91
36000 3921.47
38000 3845.13
40000 3679.92
42000 3529.67
44000 3320.56
46000 3395.46
48000 3212.66
50000 3007.62
52000 3007.43
54000 2917.87
56000 2772.1
58000 2545.42
60000 2406.33
62000 2296.38
64000 2207.41
66000 2144.91
68000 1990.42
70000 1840.11
72000 1750.46
74000 1605.98
76000 1492.81
78000 1372.95
80000 1279.57
82000 1185.15
84000 1037.64
86000 935.922
88000 807.684
90000 675.352
92000 561.926
94000 441.96
96000 307.875
98000 192.72
100000 75.4304
