# Time-averaged data for fix 22coord
# TimeStep c_sumcoor22
2000 0.0240625
4000 0.0332292
6000 0.0404167
8000 0.0567708
10000 0.0613542
12000 0.0619792
14000 0.0719792
16000 0.0761458
18000 0.0733333
20000 0.0629167
22000 0.0603125
24000 0.0566667
26000 0.05875
28000 0.0554167
30000 0.0569792
32000 0.03875
34000 0.0376042
36000 0.0375
38000 0.0423958
40000 0.0371875
42000 0.0375
44000 0.0333333
46000 0.0286458
48000 0.0270833
50000 0.0244792
52000 0.0240625
54000 0.0244792
56000 0.0245833
58000 0.0232292
60000 0.0216667
62000 0.0178125
64000 0.0196875
66000 0.0185417
68000 0.0178125
70000 0.0159375
72000 0.0145833
74000 0.0148958
76000 0.0144792
78000 0.0128125
80000 0.0114583
82000 0.0114583
84000 0.01
86000 0.0113542
88000 0.0104167
90000 0.0110417
92000 0.00947917
94000 0.0096875
96000 0.01
98000 0.0126042
100000 0.0122917
