# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5697.42
4000 5794.75
6000 5610
8000 5707.37
10000 5588.08
12000 5411.41
14000 5270.16
16000 5162.2
18000 4973.13
20000 4921.4
22000 4746.87
24000 4677.14
26000 4549.09
28000 4306.97
30000 4316.06
32000 4167.19
34000 4122.52
36000 3866.8
38000 3727.59
40000 3704.48
42000 3624.29
44000 3360.43
46000 3229.24
48000 3215.75
50000 3157.14
52000 2979.07
54000 2824.46
56000 2689.91
58000 2573.29
60000 2542.3
62000 2399.32
64000 2233.61
66000 2093.97
68000 1959.46
70000 1835.58
72000 1785.15
74000 1649.38
76000 1530.67
78000 1374.02
80000 1286.2
82000 1152.21
84000 1052.53
86000 888.951
88000 794.981
90000 675.681
92000 555.614
94000 422.508
96000 315.22
98000 187.25
100000 72.592
