# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2278.59 12.9423 12.9423 13.5927
4000 2144.64 12.6858 12.6858 13.3233
6000 1816.56 11.9978 11.9978 12.6007
8000 1647.93 11.6178 11.6178 12.2017
10000 1742.22 11.8363 11.8363 12.4311
12000 1692.55 11.7226 11.7226 12.3117
14000 1588.5 11.4747 11.4747 12.0513
16000 1643.98 11.6093 11.6093 12.1927
18000 1595.83 11.4929 11.4929 12.0705
20000 1592.11 11.4847 11.4847 12.0618
22000 1563.62 11.4173 11.4173 11.991
24000 1481.45 11.2147 11.2147 11.7783
26000 1488.68 11.2304 11.2304 11.7948
28000 1521.06 11.312 11.312 11.8804
30000 1508.68 11.2818 11.2818 11.8487
32000 1502.97 11.2682 11.2682 11.8344
34000 1568.75 11.4305 11.4305 12.0049
36000 1600.23 11.5055 11.5055 12.0837
38000 1615.32 11.5411 11.5411 12.1211
40000 1608.62 11.5265 11.5265 12.1058
42000 1565.76 11.4232 11.4232 11.9972
44000 1566.44 11.4247 11.4247 11.9988
46000 1586.61 11.4716 11.4716 12.048
48000 1570.54 11.434 11.434 12.0086
50000 1599.26 11.5038 11.5038 12.0819
52000 1567.7 11.4272 11.4272 12.0014
54000 1601.24 11.5086 11.5086 12.0869
56000 1580.36 11.4584 11.4584 12.0342
58000 1591.92 11.4866 11.4866 12.0638
60000 1586.23 11.4731 11.4731 12.0497
62000 1580.68 11.4598 11.4598 12.0357
64000 1613.12 11.5378 11.5378 12.1175
66000 1619.21 11.5521 11.5521 12.1326
68000 1611.78 11.5341 11.5341 12.1137
70000 1605.02 11.5182 11.5182 12.097
72000 1591.16 11.4851 11.4851 12.0622
74000 1599.11 11.5042 11.5042 12.0823
76000 1586.83 11.4747 11.4747 12.0513
78000 1597.38 11.5 11.5 12.0779
80000 1572.23 11.4391 11.4391 12.0139
82000 1588.43 11.478 11.478 12.0547
84000 1581.85 11.4626 11.4626 12.0386
86000 1581.47 11.4617 11.4617 12.0377
88000 1578.28 11.454 11.454 12.0296
90000 1573.64 11.4427 11.4427 12.0177
92000 1568.61 11.4305 11.4305 12.0049
94000 1565.21 11.4223 11.4223 11.9963
96000 1564.21 11.42 11.42 11.9938
98000 1560.48 11.4109 11.4109 11.9843
100000 1554.47 11.3963 11.3963 11.9689
