# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2274.5 12.9361 12.9361 13.5861
4000 2303.93 12.9927 12.9927 13.6456
6000 2300.47 12.9866 12.9866 13.6392
8000 2231.71 12.8516 12.8516 13.4974
10000 2113.23 12.6239 12.6239 13.2583
12000 2017.75 12.431 12.431 13.0557
14000 1890.1 12.1573 12.1573 12.7683
16000 1880.11 12.1389 12.1389 12.7489
18000 1920.29 12.223 12.223 12.8372
20000 1749.21 11.8515 11.8515 12.447
22000 1651.58 11.6283 11.6283 12.2127
24000 1577.74 11.4528 11.4528 12.0283
26000 1493.55 11.2439 11.2439 11.8089
28000 1493.53 11.2437 11.2437 11.8087
30000 1512.9 11.2933 11.2933 11.8608
32000 1542.31 11.3647 11.3647 11.9358
34000 1517.7 11.3048 11.3048 11.8729
36000 1517.44 11.3047 11.3047 11.8728
38000 1497.2 11.2535 11.2535 11.819
40000 1512.7 11.2932 11.2932 11.8607
42000 1513.99 11.2963 11.2963 11.8639
44000 1501.35 11.264 11.264 11.83
46000 1513.21 11.2927 11.2927 11.8602
48000 1497.25 11.2543 11.2543 11.8198
50000 1491.75 11.2403 11.2403 11.8052
52000 1487 11.2286 11.2286 11.7928
54000 1482.1 11.216 11.216 11.7796
56000 1489.87 11.2358 11.2358 11.8004
58000 1476.64 11.2026 11.2026 11.7655
60000 1488.84 11.2328 11.2328 11.7973
62000 1492.32 11.2415 11.2415 11.8064
64000 1475.93 11.2002 11.2002 11.7631
66000 1474.55 11.1973 11.1973 11.76
68000 1471.11 11.1884 11.1884 11.7507
70000 1471.74 11.1901 11.1901 11.7524
72000 1476 11.2011 11.2011 11.764
74000 1472.24 11.1916 11.1916 11.754
76000 1469.55 11.1847 11.1847 11.7467
78000 1463.49 11.1692 11.1692 11.7305
80000 1460.68 11.1618 11.1618 11.7226
82000 1458.19 11.1558 11.1558 11.7164
84000 1450.19 11.1352 11.1352 11.6948
86000 1456.5 11.1514 11.1514 11.7118
88000 1444.51 11.1209 11.1209 11.6798
90000 1440.09 11.1096 11.1096 11.6678
92000 1439.44 11.1078 11.1078 11.666
94000 1435.02 11.0963 11.0963 11.6539
96000 1424.47 11.0691 11.0691 11.6253
98000 1428.27 11.079 11.079 11.6358
100000 1421.53 11.0617 11.0617 11.6175
