# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -564.816
4000 -559.416
6000 -558.521
8000 -554.277
10000 -553.505
12000 -549.556
14000 -546.426
16000 -548.065
18000 -546.605
20000 -553.801
22000 -551.085
24000 -555.878
26000 -560.308
28000 -564.321
30000 -566.284
32000 -565.546
34000 -570.713
36000 -572.523
38000 -577.549
40000 -576.976
42000 -579.07
44000 -583.345
46000 -585.86
48000 -587.684
50000 -587.449
52000 -588.632
54000 -591.514
56000 -592.927
58000 -595.229
60000 -594.498
62000 -596.387
64000 -598.064
66000 -599.824
68000 -601.068
70000 -602.565
72000 -604.458
74000 -605.422
76000 -607.143
78000 -609.074
80000 -610.438
82000 -612.013
84000 -614.11
86000 -615.397
88000 -617.542
90000 -619.004
92000 -620.348
94000 -622.014
96000 -623.602
98000 -625.164
100000 -626.591
