# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -559.208
4000 -552.393
6000 -540.288
8000 -517.691
10000 -526.242
12000 -531.075
14000 -529.79
16000 -539.965
18000 -533.179
20000 -535.709
22000 -545.217
24000 -542.856
26000 -532.138
28000 -536.613
30000 -540.779
32000 -544.596
34000 -545.417
36000 -549.513
38000 -547.775
40000 -544.375
42000 -540.842
44000 -535.899
46000 -541.588
48000 -541.515
50000 -548.078
52000 -544.975
54000 -540.266
56000 -547.566
58000 -555.177
60000 -549.609
62000 -552.864
64000 -551.931
66000 -550.252
68000 -553.021
70000 -554.609
72000 -558.156
74000 -556.319
76000 -553.255
78000 -555.529
80000 -555.308
82000 -557.742
84000 -557.069
86000 -559.021
88000 -555.469
90000 -551.912
92000 -551.312
94000 -558.81
96000 -550.871
98000 -550.791
100000 -556.683
102000 -554.507
104000 -558.035
106000 -562.791
108000 -562.515
110000 -562.66
112000 -565.52
114000 -567.041
116000 -564.64
118000 -561.682
120000 -564.656
122000 -564.639
124000 -560.275
126000 -565.743
128000 -565.239
130000 -564.856
132000 -568.002
134000 -566.46
136000 -565.719
138000 -567.157
140000 -566.142
142000 -565.89
144000 -563.364
146000 -568.402
148000 -572.663
150000 -572.772
152000 -572.043
154000 -574.758
156000 -573.499
158000 -574.873
160000 -573.319
162000 -574.98
164000 -573.932
166000 -574.467
168000 -573.56
170000 -574.679
172000 -572.774
174000 -574.276
176000 -571.839
178000 -575.22
180000 -576.53
182000 -575.429
184000 -576.952
186000 -576.022
188000 -577.768
190000 -575.247
192000 -577.573
194000 -577.891
196000 -575.847
198000 -576.212
200000 -577.366
202000 -577.029
204000 -574.827
206000 -575.458
208000 -578.046
210000 -574.87
212000 -575.014
214000 -577.043
216000 -577.254
218000 -576.249
220000 -573.394
222000 -573.33
224000 -568.934
226000 -572.586
228000 -573.918
230000 -574.028
232000 -574.331
234000 -574.186
236000 -570.06
238000 -572.425
240000 -572.461
242000 -573.677
244000 -573.238
246000 -572.793
248000 -572.086
250000 -572.925
252000 -575.323
254000 -576.624
256000 -580.532
258000 -577.114
260000 -578.99
262000 -578.263
264000 -576.677
266000 -579.375
268000 -581.329
270000 -580.894
272000 -579.762
274000 -582.167
276000 -581.603
278000 -583.733
280000 -583.914
282000 -584.672
284000 -585.05
286000 -584.848
288000 -585.84
290000 -585.227
292000 -586.322
294000 -587.035
296000 -584.976
298000 -586.945
300000 -586.061
302000 -586.466
304000 -589.131
306000 -589.949
308000 -588.835
310000 -590.926
312000 -590.868
314000 -592.772
316000 -591.587
318000 -592.321
320000 -592.652
322000 -592.938
324000 -592.419
326000 -592.946
328000 -594.415
330000 -593.28
332000 -593.681
334000 -592.227
336000 -592.858
338000 -591.727
340000 -591.811
342000 -591.501
344000 -589.487
346000 -591.864
348000 -592.865
350000 -592.823
352000 -591.884
354000 -592.36
356000 -593.552
358000 -591.774
360000 -593.127
362000 -592.787
364000 -593.605
366000 -592.719
368000 -591.737
370000 -590.714
372000 -592.354
374000 -591.498
376000 -591.507
378000 -593.75
380000 -591.779
382000 -593.39
384000 -592.53
386000 -592.69
388000 -593.745
390000 -592.039
392000 -592.2
394000 -591.388
396000 -592.914
398000 -592.103
400000 -593.251
402000 -591.544
404000 -592.287
406000 -592.138
408000 -593.402
410000 -593.388
412000 -593.555
414000 -594.211
416000 -593.367
418000 -594.817
420000 -595.455
422000 -595.461
424000 -596.107
426000 -598.345
428000 -596.707
430000 -597.423
432000 -598.493
434000 -598.34
436000 -597.635
438000 -597.939
440000 -599.387
442000 -599.626
444000 -598.964
446000 -599.338
448000 -601.081
450000 -601.466
452000 -600.642
454000 -601.125
456000 -601.944
458000 -601.482
460000 -602.143
462000 -601.813
464000 -603.444
466000 -603.691
468000 -603.48
470000 -603.747
472000 -605.126
474000 -604.972
476000 -606.138
478000 -605.27
480000 -605.921
482000 -606.143
484000 -605.565
486000 -606.766
488000 -606.487
490000 -606.282
492000 -606.852
494000 -605.991
496000 -605.357
498000 -605.243
500000 -605.707
502000 -606.861
504000 -605.808
506000 -605.978
508000 -605.201
510000 -605.471
512000 -605.396
514000 -605.92
516000 -604.952
518000 -605.528
520000 -606.097
522000 -606.862
524000 -605.475
526000 -606.288
528000 -606.042
530000 -605.967
532000 -605.296
534000 -605.991
536000 -606.331
538000 -606.368
540000 -607.426
542000 -606.602
544000 -606.959
546000 -607.706
548000 -607.967
550000 -607.258
552000 -606.532
554000 -606.116
556000 -606.548
558000 -607.402
560000 -607.182
562000 -607.703
564000 -608.3
566000 -607.263
568000 -608.665
570000 -607.99
572000 -608.177
574000 -608.977
576000 -609.407
578000 -609.617
580000 -609.673
582000 -610.331
584000 -611.313
586000 -611.2
588000 -611.485
590000 -611.241
592000 -611.91
594000 -613.116
596000 -613.092
598000 -613.741
600000 -613.401
602000 -613.484
604000 -613.802
606000 -614.835
608000 -615.522
610000 -615.19
612000 -615.378
614000 -615.689
616000 -615.652
618000 -616.895
620000 -617.526
622000 -617.204
624000 -617.046
626000 -618.19
628000 -618.565
630000 -618.808
632000 -618.584
634000 -619.181
636000 -619.886
638000 -619.959
640000 -620.527
642000 -620.5
644000 -620.417
646000 -620.523
648000 -620.054
650000 -620.086
652000 -620.711
654000 -620.843
656000 -620.88
658000 -620.128
660000 -620.144
662000 -620.482
664000 -620.692
666000 -620.641
668000 -620.996
670000 -620.671
672000 -620.085
674000 -620.406
676000 -620.563
678000 -620.413
680000 -620.43
682000 -620.89
684000 -620.758
686000 -621.048
688000 -619.934
690000 -620.247
692000 -620.418
694000 -620.85
696000 -620.835
698000 -620.696
700000 -620.285
702000 -620.519
704000 -620.426
706000 -620.692
708000 -620.799
710000 -620.162
712000 -620.227
714000 -620.452
716000 -620.233
718000 -620.386
720000 -620.127
722000 -620.287
724000 -620.362
726000 -620.718
728000 -620.709
730000 -621.171
732000 -621.312
734000 -621.693
736000 -621.432
738000 -622.039
740000 -622.121
742000 -622.181
744000 -622.496
746000 -622.691
748000 -622.389
750000 -622.766
752000 -622.969
754000 -622.913
756000 -623.283
758000 -623.578
760000 -623.688
762000 -624.229
764000 -624.082
766000 -624.474
768000 -624.659
770000 -624.724
772000 -624.849
774000 -624.664
776000 -625.268
778000 -625.091
780000 -625.612
782000 -625.577
784000 -625.864
786000 -626.15
788000 -625.867
790000 -626.034
792000 -626.502
794000 -626.439
796000 -626.816
798000 -627.081
800000 -626.903
802000 -627.081
804000 -627.339
806000 -627.313
808000 -627.031
810000 -627.096
812000 -627.271
814000 -627.395
816000 -627.114
818000 -627.177
820000 -626.973
822000 -627.332
824000 -627.196
826000 -627.345
828000 -627.22
830000 -627.246
832000 -627.216
834000 -627.045
836000 -627.081
838000 -626.995
840000 -627.342
842000 -627.142
844000 -627.261
846000 -627.27
848000 -627.028
850000 -627.072
852000 -626.938
854000 -627.115
856000 -626.997
858000 -626.985
860000 -627.168
862000 -627.382
864000 -627.006
866000 -627.045
868000 -627.062
870000 -627.034
872000 -627.143
874000 -627.188
876000 -627.134
878000 -627.272
880000 -627.356
882000 -627.055
884000 -627.364
886000 -627.569
888000 -627.765
890000 -627.713
892000 -627.916
894000 -628.049
896000 -628.305
898000 -628.617
900000 -628.798
902000 -628.976
904000 -629.043
906000 -629.09
908000 -629.321
910000 -629.501
912000 -629.516
