# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2326.93 13.0346 13.0346 13.6896
4000 2305.29 12.9954 12.9954 13.6484
6000 2249.69 12.8876 12.8876 13.5353
8000 2230.38 12.8517 12.8517 13.4975
10000 2029.33 12.4534 12.4534 13.0792
12000 1788.59 11.9375 11.9375 12.5373
14000 1565.24 11.4147 11.4147 11.9884
16000 1370.59 10.927 10.927 11.4761
18000 1405.92 11.0196 11.0196 11.5733
20000 1403.26 11.0136 11.0136 11.567
22000 1404.49 11.0172 11.0172 11.5708
24000 1447.57 11.1285 11.1285 11.6878
26000 1412.01 11.0352 11.0352 11.5898
28000 1439.42 11.1055 11.1055 11.6636
30000 1443.15 11.1166 11.1166 11.6752
32000 1446.79 11.1262 11.1262 11.6853
34000 1419.77 11.0565 11.0565 11.6121
36000 1450.18 11.1338 11.1338 11.6932
38000 1420.37 11.0575 11.0575 11.6132
40000 1395.76 10.9934 10.9934 11.5458
42000 1354.55 10.8847 10.8847 11.4317
44000 1374.2 10.9368 10.9368 11.4863
46000 1381.82 10.9564 10.9564 11.5069
48000 1363.97 10.9099 10.9099 11.4582
50000 1364.49 10.9115 10.9115 11.4598
52000 1383.4 10.9616 10.9616 11.5124
54000 1382.24 10.9569 10.9569 11.5074
56000 1331.27 10.8206 10.8206 11.3644
58000 1332.54 10.8258 10.8258 11.3698
60000 1331.74 10.8236 10.8236 11.3675
62000 1315.43 10.7786 10.7786 11.3203
64000 1325.96 10.8072 10.8072 11.3503
66000 1319.35 10.7895 10.7895 11.3317
68000 1313.47 10.7737 10.7737 11.3151
70000 1309.57 10.7631 10.7631 11.304
72000 1312.91 10.7723 10.7723 11.3136
74000 1308.12 10.759 10.759 11.2996
76000 1301.43 10.7408 10.7408 11.2805
78000 1293.51 10.7183 10.7183 11.2569
80000 1298.96 10.7323 10.7323 11.2716
82000 1291.8 10.7139 10.7139 11.2523
84000 1289.41 10.7076 10.7076 11.2457
86000 1279.38 10.6797 10.6797 11.2163
88000 1284.51 10.694 10.694 11.2314
90000 1275.84 10.67 10.67 11.2062
92000 1273.14 10.6625 10.6625 11.1983
94000 1268.96 10.6509 10.6509 11.1861
96000 1264.81 10.6392 10.6392 11.1739
98000 1259.82 10.6252 10.6252 11.1591
100000 1256.97 10.6172 10.6172 11.1507
