# Time-averaged data for fix 12coord
# TimeStep c_sumcoor12
2000 1.32443
4000 1.31135
6000 1.31745
8000 1.30656
10000 1.2974
12000 1.26083
14000 1.26568
16000 1.27172
18000 1.29911
20000 1.31922
22000 1.36099
24000 1.32625
26000 1.34917
28000 1.34599
30000 1.35323
32000 1.35307
34000 1.34896
36000 1.35583
38000 1.37536
40000 1.36042
42000 1.35672
44000 1.3538
46000 1.35422
48000 1.3612
50000 1.35776
52000 1.3538
54000 1.34922
56000 1.34932
58000 1.35802
60000 1.36661
62000 1.37182
64000 1.36943
66000 1.3688
68000 1.37063
70000 1.36969
72000 1.36953
74000 1.36932
76000 1.36964
78000 1.37089
80000 1.3787
82000 1.37922
84000 1.3787
86000 1.37786
88000 1.37792
90000 1.37693
92000 1.37573
94000 1.37578
96000 1.37547
98000 1.375
100000 1.375
