# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -565.179
4000 -552.611
6000 -553.913
8000 -542.671
10000 -528.555
12000 -527.862
14000 -536.303
16000 -534.187
18000 -536.384
20000 -533.623
22000 -539.685
24000 -540.004
26000 -541.302
28000 -538.782
30000 -535.459
32000 -542.221
34000 -537.945
36000 -542.031
38000 -542.67
40000 -545.521
42000 -533.762
44000 -529.339
46000 -548.067
48000 -556.726
50000 -548.054
52000 -552.664
54000 -551.855
56000 -550.743
58000 -556.373
60000 -556.403
62000 -557.153
64000 -554.725
66000 -554.456
68000 -552.7
70000 -554.666
72000 -553.302
74000 -551.923
76000 -551.955
78000 -554.308
80000 -552.858
82000 -556.517
84000 -562.569
86000 -557.557
88000 -553.674
90000 -553.827
92000 -555.771
94000 -556.199
96000 -558.646
98000 -562.02
100000 -566.099
102000 -558.13
104000 -555.665
106000 -559.157
108000 -559.472
110000 -562.181
112000 -563.287
114000 -562.133
116000 -566.93
118000 -565.916
120000 -560.308
122000 -560.229
124000 -561.12
126000 -564.855
128000 -560.418
130000 -559.668
132000 -566.659
134000 -570.016
136000 -569.311
138000 -571.516
140000 -571.516
142000 -570.21
144000 -569.433
146000 -572.997
148000 -572.078
150000 -571.606
152000 -574.24
154000 -574.263
156000 -575.28
158000 -572.987
160000 -572.976
162000 -571.23
164000 -569.433
166000 -572.856
168000 -569.727
170000 -570.471
172000 -570.164
174000 -571.472
176000 -569.395
178000 -570.649
180000 -567.203
182000 -570.658
184000 -567.793
186000 -567.008
188000 -567.553
190000 -568.786
192000 -567.695
194000 -567.886
196000 -566.593
198000 -565.433
200000 -565.767
202000 -570.679
204000 -571.19
206000 -572.35
208000 -571.186
210000 -571.436
212000 -569.362
214000 -573.042
216000 -574.117
218000 -574.458
220000 -576.682
222000 -577.598
224000 -575.69
226000 -575.181
228000 -576.603
230000 -574.062
232000 -576.204
234000 -576.616
236000 -576.213
238000 -578.056
240000 -575.986
242000 -575.625
244000 -575.183
246000 -576.312
248000 -575.596
250000 -578.467
252000 -576.899
254000 -574.539
256000 -577.356
258000 -578.055
260000 -575.885
262000 -578.805
264000 -578.45
266000 -578.146
268000 -580.446
270000 -581.403
272000 -578.32
274000 -579.963
276000 -577.472
278000 -577.217
280000 -580.318
282000 -581.49
284000 -580.038
286000 -580.398
288000 -582.165
290000 -582.034
292000 -582.266
294000 -581.643
296000 -581.463
298000 -582.379
300000 -585.528
302000 -585.595
304000 -585.759
306000 -585.205
308000 -584.355
310000 -582.809
312000 -584.341
314000 -584.369
316000 -585.071
318000 -588.485
320000 -587.727
322000 -587.999
324000 -588.735
326000 -588.218
328000 -588.018
330000 -586.623
332000 -587.765
334000 -587.551
336000 -588.653
338000 -586.888
340000 -586.947
342000 -587.556
344000 -587.299
346000 -590.202
348000 -588.77
350000 -587.919
352000 -587.421
354000 -587.323
356000 -589.871
358000 -588.575
360000 -589.394
362000 -589.716
364000 -590.924
366000 -588.888
368000 -589.384
370000 -590.393
372000 -589.21
374000 -588.431
376000 -586.103
378000 -585.789
380000 -587.143
382000 -588.996
384000 -587.99
386000 -588.477
388000 -590.279
390000 -589.532
392000 -588.423
394000 -590.064
396000 -589.383
398000 -588.005
400000 -588.394
402000 -589.846
404000 -591.435
406000 -591.184
408000 -590.924
410000 -589.515
412000 -590.622
414000 -589.056
416000 -591.289
418000 -592.481
420000 -593.434
422000 -594.661
424000 -594.392
426000 -595.396
428000 -594.685
430000 -597.621
432000 -597.421
434000 -597.536
436000 -596.402
438000 -594.626
440000 -595.383
442000 -594.788
444000 -595.246
446000 -595.932
448000 -596.535
450000 -597.459
452000 -596.63
454000 -597.762
456000 -597.044
458000 -597.235
460000 -598.963
462000 -599.5
464000 -599.345
466000 -601.218
468000 -602.991
470000 -603.665
472000 -604.431
474000 -604.389
476000 -605.443
478000 -605.948
480000 -604.861
482000 -605.243
484000 -605.145
486000 -604.607
488000 -604.356
490000 -604.133
492000 -604.743
494000 -604.942
496000 -605.137
498000 -605.748
500000 -604.726
502000 -605.332
504000 -604.793
506000 -604.493
508000 -604.618
510000 -604.985
512000 -604.277
514000 -604.346
516000 -605.062
518000 -605.789
520000 -604.31
522000 -604.466
524000 -606.069
526000 -606.804
528000 -606.852
530000 -605.528
532000 -606.281
534000 -605.741
536000 -605.295
538000 -605.575
540000 -606.184
542000 -606.578
544000 -605.696
546000 -605.357
548000 -606.014
550000 -605.645
552000 -606.68
554000 -606.848
556000 -605.309
558000 -606.596
560000 -605.451
562000 -606.177
564000 -606.074
566000 -606.311
568000 -607.127
570000 -607.52
572000 -607.004
574000 -607.71
576000 -608.71
578000 -608.9
580000 -608.304
582000 -608.364
584000 -610.105
586000 -610.399
588000 -610.533
590000 -610.598
592000 -611.385
594000 -611.18
596000 -611.743
598000 -611.686
600000 -612.951
602000 -612.958
604000 -613.736
606000 -614.155
608000 -613.956
610000 -614.142
612000 -614.689
614000 -615.337
616000 -614.668
618000 -614.959
620000 -615.737
622000 -616.615
624000 -616.537
626000 -616.271
628000 -617.18
630000 -617.263
632000 -617.802
634000 -618.565
636000 -618.294
638000 -618.505
640000 -619.493
642000 -619.32
644000 -618.999
646000 -618.982
648000 -619.372
650000 -619.606
652000 -619.621
654000 -619.505
656000 -619.518
658000 -619.565
660000 -619.022
662000 -619.097
664000 -619.48
666000 -619.811
668000 -619.461
670000 -618.839
672000 -619.319
674000 -619.519
676000 -619.149
678000 -618.93
680000 -619.621
682000 -619.586
684000 -619.548
686000 -619.104
688000 -619.254
690000 -619.759
692000 -619.179
694000 -619.036
696000 -619.038
698000 -619.3
700000 -619.115
702000 -619.537
704000 -619.299
706000 -619.189
708000 -619.725
710000 -619.616
712000 -619.459
714000 -619.37
716000 -619.109
718000 -619.328
720000 -619.309
722000 -619.434
724000 -619.748
726000 -619.976
728000 -620.087
730000 -619.905
732000 -620.654
734000 -620.6
736000 -620.729
738000 -621.021
740000 -620.632
742000 -620.879
744000 -621.028
746000 -621.771
748000 -621.671
750000 -621.545
752000 -621.99
754000 -621.8
756000 -622.222
758000 -622.07
760000 -622.608
762000 -622.672
764000 -623.14
766000 -622.934
768000 -622.903
770000 -623.617
772000 -623.59
774000 -623.75
776000 -623.958
778000 -623.855
780000 -624.159
782000 -624.105
784000 -624.453
786000 -624.47
788000 -624.849
790000 -625.034
792000 -625.096
794000 -625.275
