# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2279.94 12.9457 12.9457 13.5962
4000 2264.39 12.9165 12.9165 13.5656
6000 2295.81 12.9755 12.9755 13.6276
8000 2324.26 13.0307 13.0307 13.6855
10000 2141.56 12.68 12.68 13.3172
12000 2152.36 12.7007 12.7007 13.3389
14000 1973.63 12.3387 12.3387 12.9587
16000 1920.14 12.2206 12.2206 12.8347
18000 1924.8 12.2326 12.2326 12.8473
20000 1961.46 12.3118 12.3118 12.9304
22000 1956.78 12.3014 12.3014 12.9196
24000 1927.08 12.2393 12.2393 12.8543
26000 1805 11.9755 11.9755 12.5772
28000 1584.44 11.4662 11.4662 12.0424
30000 1489.59 11.2274 11.2274 11.7916
32000 1388.71 10.9752 10.9752 11.5267
34000 1461.44 11.1634 11.1634 11.7243
36000 1448.31 11.1303 11.1303 11.6896
38000 1485.59 11.2251 11.2251 11.7892
40000 1494.64 11.2423 11.2423 11.8072
42000 1476.41 11.2011 11.2011 11.764
44000 1485.75 11.2235 11.2235 11.7875
46000 1577.5 11.4511 11.4511 12.0265
48000 1667.23 11.6646 11.6646 12.2507
50000 1501.84 11.2618 11.2618 11.8277
52000 1444.65 11.1192 11.1192 11.6779
54000 1491.94 11.237 11.237 11.8017
56000 1510.53 11.2865 11.2865 11.8536
58000 1516.78 11.3015 11.3015 11.8694
60000 1517.88 11.3052 11.3052 11.8733
62000 1480.62 11.2084 11.2084 11.7716
64000 1391.7 10.9824 10.9824 11.5343
66000 1364.92 10.9112 10.9112 11.4595
68000 1464.69 11.1691 11.1691 11.7304
70000 1527.59 11.3296 11.3296 11.8989
72000 1559.99 11.4089 11.4089 11.9822
74000 1555.08 11.3974 11.3974 11.9701
76000 1492.64 11.2418 11.2418 11.8067
78000 1506.07 11.2747 11.2747 11.8413
80000 1585.75 11.4711 11.4711 12.0475
82000 1650.48 11.6249 11.6249 12.209
84000 1579.22 11.4537 11.4537 12.0292
86000 1521.22 11.3123 11.3123 11.8807
88000 1527.3 11.3286 11.3286 11.8979
90000 1641.83 11.6033 11.6033 12.1863
92000 1724.81 11.7967 11.7967 12.3895
94000 1584.12 11.4644 11.4644 12.0405
96000 1553.44 11.3916 11.3916 11.964
98000 1559.73 11.4086 11.4086 11.9819
100000 1537.96 11.3535 11.3535 11.924
102000 1499.46 11.2581 11.2581 11.8238
104000 1551.92 11.389 11.389 11.9613
106000 1533.78 11.3448 11.3448 11.9148
108000 1495.41 11.2498 11.2498 11.8152
110000 1471.8 11.1883 11.1883 11.7506
112000 1440.9 11.1101 11.1101 11.6684
114000 1430.45 11.0822 11.0822 11.6391
116000 1352.78 10.8797 10.8797 11.4264
118000 1385.41 10.9648 10.9648 11.5158
120000 1336.48 10.8351 10.8351 11.3796
122000 1361.94 10.9044 10.9044 11.4523
124000 1352.21 10.8784 10.8784 11.4251
126000 1372.23 10.9316 10.9316 11.4809
128000 1388.19 10.9738 10.9738 11.5252
130000 1355.83 10.8877 10.8877 11.4348
132000 1314.25 10.7733 10.7733 11.3147
134000 1308.71 10.7598 10.7598 11.3005
136000 1321.05 10.7926 10.7926 11.3349
138000 1381.81 10.9546 10.9546 11.5051
140000 1384.39 10.9642 10.9642 11.5151
142000 1378.89 10.9484 10.9484 11.4985
144000 1409.25 11.0284 11.0284 11.5826
146000 1436.27 11.0982 11.0982 11.6559
148000 1394.56 10.9899 10.9899 11.5421
150000 1400.67 11.0068 11.0068 11.5599
152000 1401.16 11.0074 11.0074 11.5605
154000 1351.3 10.8743 10.8743 11.4207
156000 1364.22 10.9106 10.9106 11.4588
158000 1454.15 11.1436 11.1436 11.7035
160000 1502.37 11.2657 11.2657 11.8318
162000 1469.54 11.1838 11.1838 11.7458
164000 1536.41 11.3512 11.3512 11.9216
166000 1538.91 11.3569 11.3569 11.9276
168000 1556.84 11.4017 11.4017 11.9746
170000 1573.9 11.4435 11.4435 12.0185
172000 1594.67 11.4932 11.4932 12.0708
174000 1584.08 11.4666 11.4666 12.0428
176000 1589.31 11.4798 11.4798 12.0567
178000 1576.5 11.4492 11.4492 12.0245
180000 1561.27 11.412 11.412 11.9855
182000 1587.54 11.4755 11.4755 12.0522
184000 1601.23 11.509 11.509 12.0874
186000 1591.79 11.4857 11.4857 12.0628
188000 1549.83 11.3834 11.3834 11.9554
