# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -567.231
4000 -559.802
6000 -555.156
8000 -537.33
10000 -542.455
12000 -543.294
14000 -542.367
16000 -541.438
18000 -549.095
20000 -547.028
22000 -550.817
24000 -561.062
26000 -561.569
28000 -558.587
30000 -558.666
32000 -567.499
34000 -571.375
36000 -570.422
38000 -570.073
40000 -573.172
42000 -574.757
44000 -579.637
46000 -580.066
48000 -581.975
50000 -583.1
52000 -587.005
54000 -587.248
56000 -589.231
58000 -592.063
60000 -592.992
62000 -595.208
64000 -596.594
66000 -598.318
68000 -598.978
70000 -600.894
72000 -602.58
74000 -604.146
76000 -605.723
78000 -606.986
80000 -609.113
82000 -610.502
84000 -612.18
86000 -613.688
88000 -615.377
90000 -616.988
92000 -618.474
94000 -620.242
96000 -621.758
98000 -623.251
100000 -624.749
