# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2324.1 13.0292 13.0292 13.6839
4000 2319.78 13.0222 13.0222 13.6766
6000 2297.64 12.9794 12.9794 13.6316
8000 2322.1 13.0272 13.0272 13.6818
10000 2304.93 12.9943 12.9943 13.6472
12000 2130.18 12.6551 12.6551 13.291
14000 2066.85 12.5287 12.5287 13.1582
16000 2039.11 12.4737 12.4737 13.1005
18000 1950.98 12.2926 12.2926 12.9103
20000 1793.26 11.9493 11.9493 12.5498
22000 1758.63 11.8684 11.8684 12.4648
24000 1819.85 12.0102 12.0102 12.6137
26000 1857.4 12.0912 12.0912 12.6988
28000 1812.77 11.995 11.995 12.5978
30000 1838.81 12.0507 12.0507 12.6563
32000 1812.32 11.9929 11.9929 12.5956
34000 1765.48 11.8895 11.8895 12.487
36000 1748.93 11.851 11.851 12.4465
38000 1787.97 11.9384 11.9384 12.5383
40000 1754.92 11.8664 11.8664 12.4627
42000 1741.29 11.834 11.834 12.4287
44000 1723.66 11.7929 11.7929 12.3855
46000 1718.31 11.7829 11.7829 12.375
48000 1731.02 11.811 11.811 12.4046
50000 1765.53 11.89 11.89 12.4875
52000 1749.65 11.8541 11.8541 12.4498
54000 1741.39 11.8337 11.8337 12.4283
56000 1758.14 11.8732 11.8732 12.4698
58000 1700.09 11.7413 11.7413 12.3313
60000 1753.23 11.8623 11.8623 12.4584
62000 1740.35 11.8331 11.8331 12.4277
64000 1747.88 11.8497 11.8497 12.4452
66000 1739.28 11.8309 11.8309 12.4254
68000 1736.83 11.8255 11.8255 12.4197
70000 1736.46 11.8244 11.8244 12.4186
72000 1724.51 11.7972 11.7972 12.3901
74000 1742.16 11.8369 11.8369 12.4317
76000 1704.14 11.75 11.75 12.3405
78000 1738.94 11.83 11.83 12.4245
80000 1725.15 11.7989 11.7989 12.3918
82000 1732.24 11.815 11.815 12.4088
84000 1714.82 11.7754 11.7754 12.3671
86000 1721.12 11.7898 11.7898 12.3822
88000 1717.75 11.7821 11.7821 12.3741
90000 1713.35 11.772 11.772 12.3635
92000 1713.97 11.7732 11.7732 12.3648
94000 1699.65 11.7403 11.7403 12.3303
96000 1710.68 11.7657 11.7657 12.357
98000 1697.99 11.7367 11.7367 12.3264
100000 1702.6 11.7473 11.7473 12.3376
