# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2320.66 13.0229 13.0229 13.6773
4000 2271.55 12.9313 12.9313 13.5811
6000 2215.5 12.8229 12.8229 13.4673
8000 1852 12.0767 12.0767 12.6835
10000 1846.61 12.0655 12.0655 12.6718
12000 1634.53 11.5821 11.5821 12.1641
14000 1733.06 11.802 11.802 12.3951
16000 1936.44 12.2605 12.2605 12.8766
18000 1791.27 11.9372 11.9372 12.537
20000 1761.25 11.8733 11.8733 12.47
22000 1924.04 12.2327 12.2327 12.8474
24000 2082.16 12.555 12.555 13.1859
26000 2011.74 12.4172 12.4172 13.0412
28000 1924.68 12.2264 12.2264 12.8407
30000 1740.24 11.8237 11.8237 12.4178
32000 1473.25 11.1921 11.1921 11.7545
34000 1461.29 11.1632 11.1632 11.7241
36000 1488.12 11.2298 11.2298 11.7942
38000 1492.51 11.242 11.242 11.8069
40000 1574 11.4377 11.4377 12.0124
42000 1597.67 11.496 11.496 12.0737
44000 1611.27 11.5313 11.5313 12.1108
46000 1544.8 11.3719 11.3719 11.9433
48000 1630.57 11.5785 11.5785 12.1604
50000 1688.38 11.7127 11.7127 12.3012
52000 1584.65 11.4649 11.4649 12.041
54000 1730.82 11.8093 11.8093 12.4027
56000 1684.6 11.7018 11.7018 12.2899
58000 1545.18 11.3732 11.3732 11.9447
60000 1628.24 11.5726 11.5726 12.1541
62000 1608.48 11.522 11.522 12.101
64000 1493.81 11.2433 11.2433 11.8083
66000 1520.68 11.3121 11.3121 11.8806
68000 1529.53 11.3338 11.3338 11.9034
70000 1537.55 11.3543 11.3543 11.9248
72000 1544.08 11.369 11.369 11.9403
74000 1532.81 11.3419 11.3419 11.9118
76000 1531.84 11.3382 11.3382 11.908
78000 1505.47 11.2732 11.2732 11.8397
80000 1483.29 11.2191 11.2191 11.7829
82000 1509.29 11.284 11.284 11.851
84000 1492.76 11.242 11.242 11.8069
86000 1525.5 11.3239 11.3239 11.893
88000 1481.22 11.2136 11.2136 11.7771
90000 1476.31 11.1995 11.1995 11.7623
92000 1482.9 11.2178 11.2178 11.7815
94000 1506.38 11.2755 11.2755 11.8421
96000 1460.95 11.1617 11.1617 11.7226
98000 1411.23 11.0321 11.0321 11.5864
100000 1353.6 10.8817 10.8817 11.4285
102000 1380.68 10.952 10.952 11.5024
104000 1457.03 11.15 11.15 11.7103
106000 1501.77 11.2654 11.2654 11.8315
108000 1437.64 11.1001 11.1001 11.6578
110000 1442.41 11.114 11.114 11.6724
112000 1412.41 11.0375 11.0375 11.5921
114000 1415.66 11.0462 11.0462 11.6013
116000 1445.11 11.1212 11.1212 11.68
118000 1478.59 11.2065 11.2065 11.7697
120000 1437.52 11.1027 11.1027 11.6606
122000 1418.21 11.0524 11.0524 11.6078
124000 1415.35 11.0453 11.0453 11.6003
126000 1436.11 11.099 11.099 11.6567
128000 1444.6 11.1207 11.1207 11.6796
130000 1402.68 11.0105 11.0105 11.5638
132000 1426.96 11.0754 11.0754 11.6319
134000 1383.76 10.9624 10.9624 11.5133
136000 1377.28 10.945 10.945 11.495
138000 1376.21 10.9421 10.9421 11.492
140000 1461 11.1627 11.1627 11.7237
142000 1524.23 11.3216 11.3216 11.8906
144000 1478.4 11.2057 11.2057 11.7687
146000 1510.24 11.2862 11.2862 11.8534
148000 1507.04 11.2787 11.2787 11.8455
150000 1499.5 11.2586 11.2586 11.8244
152000 1464.45 11.1702 11.1702 11.7315
154000 1393.25 10.9874 10.9874 11.5395
156000 1429.84 11.0815 11.0815 11.6383
158000 1482.9 11.217 11.217 11.7807
160000 1516.75 11.3021 11.3021 11.87
