# Time-averaged data for fix 22coord
# TimeStep c_sumcoor22
2000 0.0223958
4000 0.0420833
6000 0.0423958
8000 0.0591667
10000 0.0596875
12000 0.0665625
14000 0.105938
16000 0.0952083
18000 0.0913542
20000 0.083125
22000 0.0810417
24000 0.07
26000 0.0926042
28000 0.0941667
30000 0.0853125
32000 0.0686458
34000 0.0790625
36000 0.0713542
38000 0.0801042
40000 0.086875
42000 0.0895833
44000 0.0977083
46000 0.0688542
48000 0.0607292
50000 0.0623958
52000 0.0794792
54000 0.0735417
56000 0.0803125
58000 0.0575
60000 0.056875
62000 0.0853125
64000 0.0613542
66000 0.0459375
68000 0.043125
70000 0.0584375
72000 0.0676042
74000 0.0467708
76000 0.04
78000 0.0535417
80000 0.045625
82000 0.0602083
84000 0.0551042
86000 0.0403125
88000 0.0427083
90000 0.04625
92000 0.036875
94000 0.0457292
96000 0.0491667
98000 0.0644792
100000 0.0619792
102000 0.0571875
104000 0.053125
106000 0.0494792
108000 0.058125
110000 0.0623958
112000 0.0573958
114000 0.04125
116000 0.0480208
118000 0.0407292
120000 0.0444792
122000 0.0409375
124000 0.0471875
126000 0.0422917
128000 0.0404167
130000 0.0454167
132000 0.0382292
134000 0.0453125
136000 0.0485417
138000 0.0448958
140000 0.0420833
142000 0.0364583
144000 0.0428125
146000 0.039375
148000 0.0376042
150000 0.0372917
152000 0.044375
154000 0.0466667
156000 0.0385417
158000 0.0429167
160000 0.0438542
162000 0.0414583
164000 0.0411458
166000 0.0386458
168000 0.038125
170000 0.0342708
172000 0.0298958
174000 0.031875
176000 0.034375
178000 0.0355208
180000 0.0297917
182000 0.0358333
184000 0.03875
186000 0.0372917
188000 0.0358333
190000 0.0346875
192000 0.0373958
194000 0.0311458
196000 0.0376042
198000 0.0355208
200000 0.0317708
202000 0.0321875
204000 0.029375
206000 0.0395833
208000 0.0513542
210000 0.0471875
212000 0.0465625
214000 0.0466667
216000 0.0290625
218000 0.024375
220000 0.0282292
222000 0.0294792
224000 0.0248958
226000 0.0279167
228000 0.0280208
230000 0.0302083
232000 0.0313542
234000 0.0305208
236000 0.035625
238000 0.0379167
240000 0.0355208
242000 0.0327083
244000 0.03375
246000 0.0310417
248000 0.0295833
250000 0.0305208
252000 0.0246875
254000 0.0309375
256000 0.0283333
258000 0.0258333
260000 0.0242708
262000 0.0246875
264000 0.0247917
266000 0.0263542
268000 0.0263542
270000 0.0265625
272000 0.0273958
274000 0.0310417
276000 0.0305208
278000 0.0254167
280000 0.0273958
282000 0.0252083
284000 0.0251042
286000 0.0240625
288000 0.0207292
290000 0.0204167
292000 0.0184375
294000 0.021875
296000 0.0194792
298000 0.0202083
300000 0.0201042
302000 0.0211458
304000 0.0239583
306000 0.0270833
308000 0.0191667
310000 0.0211458
312000 0.0180208
314000 0.019375
316000 0.02
318000 0.0164583
320000 0.0175
322000 0.0147917
324000 0.016875
326000 0.0188542
328000 0.0203125
330000 0.0186458
332000 0.0198958
334000 0.0209375
336000 0.0160417
338000 0.0183333
340000 0.019375
342000 0.0190625
344000 0.0175
346000 0.0163542
348000 0.0175
350000 0.0159375
352000 0.0327083
354000 0.038125
356000 0.0370833
358000 0.0364583
360000 0.0167708
362000 0.0163542
364000 0.0175
366000 0.0161458
368000 0.0164583
370000 0.0148958
372000 0.015625
374000 0.016875
376000 0.0179167
378000 0.0191667
380000 0.0197917
382000 0.02
384000 0.0208333
386000 0.019375
388000 0.02
