# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -567.11
4000 -548.899
6000 -539.566
8000 -533.38
10000 -532.22
12000 -528.647
14000 -535.697
16000 -538.177
18000 -544.274
20000 -546.782
22000 -545.308
24000 -541.748
26000 -535.125
28000 -529.47
30000 -534.83
32000 -542.567
34000 -546.057
36000 -538.573
38000 -550.061
40000 -550.326
42000 -545.67
44000 -543.521
46000 -547.207
48000 -549.543
50000 -549.835
52000 -546.732
54000 -547.428
56000 -547.092
58000 -546.31
60000 -547.966
62000 -548.499
64000 -549.816
66000 -547.625
68000 -548.336
70000 -546.814
72000 -552.804
74000 -553.305
76000 -559.142
78000 -559.247
80000 -558.215
82000 -549.508
84000 -553.777
86000 -551.355
88000 -554.488
90000 -555.456
92000 -554.076
94000 -551.193
96000 -555.242
98000 -548.3
100000 -557.861
102000 -557.087
104000 -559.727
106000 -562.954
108000 -561.358
110000 -563.768
112000 -561.732
114000 -566.334
116000 -568.035
118000 -561.114
120000 -568.266
122000 -564.458
124000 -558.824
126000 -565.844
128000 -564.369
130000 -566.592
132000 -568.922
134000 -564.862
136000 -565.296
138000 -563.397
140000 -561.629
142000 -565.051
144000 -570.901
146000 -576.056
148000 -571.419
150000 -571.187
152000 -572.571
154000 -572.303
156000 -571.689
158000 -569.665
160000 -573.687
162000 -579.024
164000 -574.756
166000 -574.083
168000 -576.595
170000 -571.291
172000 -572.094
174000 -573.408
176000 -571.918
178000 -570.345
180000 -572.451
182000 -574.56
184000 -574.184
186000 -573.544
188000 -573.519
190000 -574.821
192000 -575.868
194000 -575.151
196000 -575.543
198000 -575.978
200000 -575.639
202000 -578.657
204000 -575.055
206000 -575.694
208000 -573.954
210000 -571.515
212000 -571.555
214000 -574.649
216000 -573.905
218000 -573.208
220000 -572.399
222000 -574.037
224000 -573.595
226000 -573.416
228000 -574.937
230000 -576.779
232000 -577.61
234000 -578.371
236000 -578.642
238000 -578.467
240000 -579.056
242000 -578.641
244000 -577.475
246000 -579.115
248000 -580.776
250000 -581.133
252000 -581.081
254000 -581.381
256000 -583.328
258000 -584.051
260000 -580.739
262000 -581.119
264000 -580.193
266000 -579.962
268000 -580.439
270000 -581.834
272000 -582.707
274000 -582.759
276000 -583.261
278000 -584.804
280000 -585.073
282000 -584.792
284000 -585.056
286000 -584.779
288000 -586.236
290000 -586.655
292000 -586.431
294000 -586.411
296000 -586.597
298000 -588.135
300000 -587.225
302000 -590.538
304000 -589.439
306000 -589.197
308000 -591.581
310000 -592.721
312000 -592.206
314000 -593.447
316000 -593.727
318000 -593.123
320000 -594.305
322000 -592.803
324000 -593.974
326000 -593.129
328000 -593.008
330000 -594.037
332000 -591.991
334000 -592.877
336000 -592.454
338000 -592.914
340000 -591.87
342000 -591.097
344000 -592.988
346000 -592.288
348000 -592.683
350000 -592.084
352000 -592.204
354000 -593.08
356000 -591.7
358000 -592.804
360000 -592.104
362000 -591.752
364000 -593.442
366000 -592.869
368000 -593.062
370000 -594.289
372000 -594.467
374000 -594.258
376000 -592.306
378000 -594.099
380000 -594.143
382000 -592.965
384000 -594.249
386000 -593.257
388000 -593.575
390000 -592.763
392000 -593.008
394000 -592.646
396000 -592.283
398000 -592.696
400000 -593.791
402000 -593.234
404000 -594.364
406000 -594.224
408000 -594.791
410000 -595.102
412000 -594.233
414000 -595.862
416000 -596.148
418000 -595.213
420000 -595.742
422000 -595.617
424000 -596.132
426000 -596.315
428000 -596.946
430000 -598.956
432000 -597.447
434000 -598.472
436000 -599.247
438000 -599.197
440000 -598.808
442000 -598.902
444000 -600.667
446000 -601.035
448000 -602.03
450000 -602.068
452000 -601.651
454000 -601.767
456000 -603.217
458000 -604.665
460000 -603.857
462000 -603.557
464000 -603.884
466000 -605.122
468000 -605.231
470000 -605.105
472000 -605.868
474000 -605.674
476000 -606.09
478000 -607.022
480000 -607.368
482000 -606.196
484000 -606.477
486000 -606.824
488000 -607.881
490000 -608.448
492000 -606.858
494000 -607.384
496000 -607.075
498000 -607.881
500000 -608.029
502000 -607.213
504000 -606.736
506000 -606.996
508000 -607.993
510000 -607.338
512000 -608.638
514000 -607.383
516000 -606.854
518000 -607.089
520000 -607.842
522000 -607.845
524000 -607.796
526000 -608.173
528000 -607.675
530000 -607.986
532000 -607.728
534000 -607.077
536000 -606.79
538000 -606.894
540000 -607.286
542000 -607.087
544000 -607.478
546000 -608.334
548000 -607.011
550000 -607.729
552000 -607.374
554000 -608.319
556000 -606.939
558000 -608.383
560000 -607.352
562000 -607.214
564000 -608.647
566000 -608.434
568000 -608.705
570000 -609.432
572000 -609.936
574000 -609.826
