# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2305.79 12.9945 12.9945 13.6475
4000 2226.9 12.8461 12.8461 13.4916
6000 2092.24 12.5797 12.5797 13.2119
8000 2147.08 12.6887 12.6887 13.3264
10000 1905.5 12.1958 12.1958 12.8087
12000 1814.76 11.9955 11.9955 12.5983
14000 1711.43 11.7631 11.7631 12.3542
16000 1665.46 11.658 11.658 12.2438
18000 1578 11.4504 11.4504 12.0258
20000 1595.54 11.4951 11.4951 12.0728
22000 1577.64 11.4516 11.4516 12.027
24000 1637.29 11.5935 11.5935 12.1761
26000 1629.31 11.5756 11.5756 12.1573
28000 1605.17 11.5159 11.5159 12.0946
30000 1564.2 11.4173 11.4173 11.991
32000 1571.15 11.4352 11.4352 12.0099
34000 1599.74 11.5049 11.5049 12.083
36000 1510.68 11.2862 11.2862 11.8533
38000 1404.29 11.0154 11.0154 11.5689
40000 1388.06 10.9707 10.9707 11.522
42000 1490.78 11.2382 11.2382 11.803
44000 1590.13 11.4808 11.4808 12.0577
46000 1527.62 11.3298 11.3298 11.8991
48000 1569.97 11.4311 11.4311 12.0055
50000 1531.93 11.3403 11.3403 11.9102
52000 1542.63 11.3666 11.3666 11.9378
54000 1539.66 11.3591 11.3591 11.9299
56000 1481.4 11.2103 11.2103 11.7736
58000 1486.09 11.226 11.226 11.7901
60000 1465.15 11.1735 11.1735 11.735
62000 1429.95 11.0815 11.0815 11.6383
64000 1449.43 11.1323 11.1323 11.6918
66000 1523.13 11.3174 11.3174 11.8861
68000 1543.96 11.369 11.369 11.9403
70000 1537.39 11.3508 11.3508 11.9211
72000 1473.06 11.1918 11.1918 11.7542
74000 1460.79 11.1608 11.1608 11.7216
76000 1439.58 11.1076 11.1076 11.6658
78000 1408.4 11.0269 11.0269 11.581
80000 1405.53 11.0196 11.0196 11.5734
82000 1446.12 11.123 11.123 11.6819
84000 1393.16 10.9856 10.9856 11.5376
86000 1328.2 10.8134 10.8134 11.3568
88000 1483.62 11.2192 11.2192 11.7829
90000 1457.28 11.1516 11.1516 11.712
92000 1489.54 11.2341 11.2341 11.7986
94000 1520.32 11.3107 11.3107 11.8791
96000 1503.49 11.2682 11.2682 11.8344
98000 1511.87 11.2855 11.2855 11.8526
100000 1395.11 10.992 10.992 11.5444
102000 1372.57 10.9324 10.9324 11.4818
104000 1388.81 10.9735 10.9735 11.5249
106000 1438.07 11.1013 11.1013 11.6591
108000 1460.82 11.1606 11.1606 11.7215
110000 1503.17 11.2689 11.2689 11.8352
112000 1462.51 11.1661 11.1661 11.7272
114000 1392.1 10.9844 10.9844 11.5363
116000 1396.95 10.9971 10.9971 11.5497
118000 1413.29 11.0391 11.0391 11.5939
120000 1404.13 11.0143 11.0143 11.5678
122000 1419.98 11.0576 11.0576 11.6132
124000 1430.95 11.0847 11.0847 11.6417
126000 1362.98 10.9051 10.9051 11.4531
