# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2315.86 13.0136 13.0136 13.6675
4000 2341.86 13.0637 13.0637 13.7201
6000 2289.18 12.9633 12.9633 13.6147
8000 2301.88 12.9885 12.9885 13.6412
10000 2297.2 12.9805 12.9805 13.6328
12000 2360.57 13.0973 13.0973 13.7555
14000 2302.85 12.9908 12.9908 13.6436
16000 2315.75 13.0146 13.0146 13.6686
18000 2301.93 12.9873 12.9873 13.64
20000 2321.41 13.0256 13.0256 13.6802
22000 2293.14 12.9719 12.9719 13.6237
24000 2307.79 12.9988 12.9988 13.652
26000 2254.28 12.8988 12.8988 13.547
28000 2294.79 12.976 12.976 13.628
30000 2277.56 12.9417 12.9417 13.592
32000 2292.89 12.9718 12.9718 13.6236
34000 2304.05 12.9928 12.9928 13.6457
36000 2310.22 13.0031 13.0031 13.6565
38000 2293.77 12.9741 12.9741 13.6261
40000 2287.43 12.962 12.962 13.6134
42000 2307.35 12.9981 12.9981 13.6513
44000 2297.67 12.981 12.981 13.6334
46000 2282.77 12.9527 12.9527 13.6036
48000 2299.59 12.9848 12.9848 13.6373
50000 2290.98 12.9684 12.9684 13.6201
52000 2287.28 12.9611 12.9611 13.6124
54000 2280.8 12.9498 12.9498 13.6005
56000 2292.32 12.9713 12.9713 13.6231
58000 2286.53 12.9594 12.9594 13.6107
60000 2281.05 12.9493 12.9493 13.6001
62000 2260.49 12.9111 12.9111 13.5599
64000 2266.19 12.9221 12.9221 13.5715
66000 2269.48 12.9281 12.9281 13.5778
68000 2276.12 12.9401 12.9401 13.5903
70000 2270.45 12.9298 12.9298 13.5796
72000 2269.11 12.9274 12.9274 13.577
74000 2263.5 12.9167 12.9167 13.5657
76000 2264.67 12.919 12.919 13.5682
78000 2256.92 12.9042 12.9042 13.5527
80000 2254.56 12.8999 12.8999 13.5481
82000 2252.39 12.8958 12.8958 13.5439
84000 2248.61 12.8886 12.8886 13.5362
86000 2250.54 12.8923 12.8923 13.5401
88000 2247.6 12.8867 12.8867 13.5342
90000 2245.03 12.8816 12.8816 13.5289
92000 2244.66 12.8808 12.8808 13.5281
94000 2244.91 12.8813 12.8813 13.5286
96000 2245.99 12.8835 12.8835 13.5309
98000 2242.08 12.8761 12.8761 13.5231
100000 2242.88 12.8777 12.8777 13.5248
