# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5610.21
4000 5676.8
6000 5684.83
8000 5614.14
10000 5394.97
12000 5463.34
14000 5208.96
16000 4990.46
18000 4899.73
20000 4797.67
22000 4790.01
24000 4720.05
26000 4391.65
28000 4340.66
30000 4252.79
32000 4106.6
34000 3952.41
36000 3909.83
38000 3873.99
40000 3708.94
42000 3582.15
44000 3332.93
46000 3218.4
48000 3147.27
50000 3009.44
52000 2939.09
54000 2842.84
56000 2692.04
58000 2627.81
60000 2473.91
62000 2280.16
64000 2193.9
66000 2156.42
68000 2002.84
70000 1911.35
72000 1778.8
74000 1586.81
76000 1508.18
78000 1387.81
80000 1275.2
82000 1161.72
84000 1021.57
86000 921.802
88000 774.469
90000 686.898
92000 541.841
94000 429.014
96000 315.53
98000 189.796
100000 75.458
