# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -566.945
4000 -562.443
6000 -563.194
8000 -569.016
10000 -571.685
12000 -567.059
14000 -573.616
16000 -577.807
18000 -578.204
20000 -579.696
22000 -579.836
24000 -580.597
26000 -584.684
28000 -585.569
30000 -586.235
32000 -588.498
34000 -589.798
36000 -590.661
38000 -592.038
40000 -593.454
42000 -594.599
44000 -597.808
46000 -599.329
48000 -600.757
50000 -601.783
52000 -603.055
54000 -604.475
56000 -606.279
58000 -607.002
60000 -608.991
62000 -611.989
64000 -612.955
66000 -613.672
68000 -615.362
70000 -616.946
72000 -618.577
74000 -621.148
76000 -622.159
78000 -624.022
80000 -625.471
82000 -627.048
84000 -629.08
86000 -630.141
88000 -632.226
90000 -633.345
92000 -635.208
94000 -636.571
96000 -638.037
98000 -639.612
100000 -641.03
