# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -557.552
4000 -550.955
6000 -541.388
8000 -529.429
10000 -524.393
12000 -530.799
14000 -529.076
16000 -525.145
18000 -525.768
20000 -526.48
22000 -533.339
24000 -538.74
26000 -536.959
28000 -537.373
30000 -534.225
32000 -537.346
34000 -545.94
36000 -546.343
38000 -540.86
40000 -548.669
42000 -551.01
44000 -553.124
46000 -556.341
48000 -552.03
50000 -547.566
52000 -549.633
54000 -548.881
56000 -548.525
58000 -552.209
60000 -554.451
62000 -555.498
64000 -545.775
66000 -549.865
68000 -556.383
70000 -553.391
72000 -556.447
74000 -556.043
76000 -553.339
78000 -553.352
80000 -550.73
82000 -553.708
84000 -554.66
86000 -554.251
88000 -554.74
90000 -554.482
92000 -555.386
94000 -558.166
96000 -560.094
98000 -558.622
100000 -557.31
102000 -557.153
104000 -555.591
106000 -562.719
108000 -561.424
110000 -564.562
112000 -564.047
114000 -561.238
116000 -564.341
118000 -567.009
120000 -566.546
122000 -562.635
124000 -565.239
126000 -567.606
128000 -567.655
130000 -567.143
132000 -565.052
134000 -566.707
136000 -566.59
138000 -569.656
140000 -567.702
142000 -568.728
144000 -568.731
146000 -569.179
148000 -568.887
150000 -573.502
152000 -573.31
154000 -570.835
156000 -573.959
158000 -572.342
160000 -571.73
162000 -571.957
164000 -572.434
166000 -573.308
168000 -574.262
170000 -574.213
172000 -574.404
174000 -577.429
176000 -574.659
178000 -574.869
180000 -574.791
182000 -573.92
184000 -572.423
186000 -573.491
188000 -573.791
190000 -575.56
192000 -572.921
194000 -570.042
196000 -570.008
198000 -572.984
200000 -571.379
202000 -574.258
204000 -577.457
206000 -578.913
208000 -577.016
210000 -576.084
212000 -575.541
214000 -575.994
216000 -574.161
218000 -577.742
220000 -576.999
222000 -573.589
224000 -574.077
226000 -574.917
228000 -573.513
230000 -575.641
232000 -574.459
234000 -574.845
236000 -573.764
238000 -575.172
240000 -571.757
242000 -572.003
244000 -575.482
246000 -572.886
248000 -575.507
250000 -574.51
252000 -574.189
254000 -571.333
256000 -575.781
258000 -578.369
260000 -578.929
262000 -580.305
264000 -580.305
266000 -578.301
268000 -577.236
270000 -581.283
272000 -581.305
274000 -584.009
276000 -586.109
278000 -586.164
280000 -585.35
282000 -585.204
284000 -585.577
286000 -586.459
288000 -588.48
290000 -588.57
292000 -589.208
294000 -589.955
296000 -591.209
298000 -590.161
300000 -590.914
302000 -590.104
304000 -591.984
306000 -593.238
308000 -591.349
310000 -590.715
312000 -592.104
314000 -592.852
316000 -592.713
318000 -592.412
320000 -594.01
322000 -594.995
324000 -594.942
326000 -593.856
328000 -593.181
330000 -593.929
332000 -592.909
334000 -592.588
336000 -593.205
338000 -593.618
340000 -593.938
342000 -594.915
344000 -592.917
346000 -594.634
348000 -595.526
350000 -595.324
352000 -595.841
354000 -595.255
356000 -593.832
358000 -593.117
360000 -594.237
362000 -594.057
364000 -594.041
366000 -592.987
368000 -593.549
370000 -594.358
372000 -594.337
374000 -594.541
376000 -594.506
378000 -593.423
380000 -594.916
382000 -594.47
384000 -592.7
386000 -592.644
388000 -592.554
390000 -593.416
392000 -593.784
394000 -592.436
396000 -593.277
398000 -592.748
400000 -592.814
402000 -594.073
404000 -595.289
406000 -596.288
408000 -596.705
410000 -595.729
412000 -595.852
414000 -597.509
416000 -598.017
418000 -598.135
420000 -597.973
422000 -597.42
424000 -598.12
426000 -598.233
428000 -598.482
430000 -598.043
432000 -599.555
434000 -598.819
436000 -600.51
438000 -600.561
440000 -600.171
442000 -601.075
444000 -602.522
446000 -601.967
448000 -600.451
450000 -601.558
452000 -602.824
454000 -602.655
456000 -602.598
458000 -603.742
460000 -604.844
462000 -604.585
