# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2300.65 12.9849 12.9849 13.6374
4000 2297.33 12.9802 12.9802 13.6324
6000 2086.58 12.5688 12.5688 13.2004
8000 1945.73 12.2815 12.2815 12.8986
10000 1877.85 12.1287 12.1287 12.7382
12000 1682.92 11.6992 11.6992 12.2871
14000 1527.36 11.3293 11.3293 11.8986
16000 1572.27 11.4368 11.4368 12.0115
18000 1527.64 11.3278 11.3278 11.897
20000 1630.2 11.574 11.574 12.1557
22000 1538.25 11.356 11.356 11.9267
24000 1633.74 11.5846 11.5846 12.1668
26000 1724.19 11.7887 11.7887 12.3811
28000 1634.24 11.5839 11.5839 12.166
30000 1612.94 11.5362 11.5362 12.1159
32000 1606.39 11.5188 11.5188 12.0976
34000 1618.65 11.5497 11.5497 12.1301
36000 1673.7 11.6796 11.6796 12.2665
38000 1615.06 11.539 11.539 12.1189
40000 1508.45 11.2801 11.2801 11.847
42000 1558.28 11.4042 11.4042 11.9773
44000 1511.84 11.2898 11.2898 11.8572
46000 1509.27 11.2814 11.2814 11.8483
48000 1469.48 11.1824 11.1824 11.7443
50000 1490.49 11.2376 11.2376 11.8023
52000 1422.02 11.0598 11.0598 11.6156
54000 1463.45 11.1669 11.1669 11.7281
56000 1456.92 11.1519 11.1519 11.7123
58000 1491.51 11.2389 11.2389 11.8037
60000 1472.4 11.1907 11.1907 11.753
62000 1521.86 11.313 11.313 11.8815
64000 1560.68 11.411 11.411 11.9844
66000 1556.77 11.3968 11.3968 11.9695
68000 1428.47 11.0786 11.0786 11.6353
70000 1514.25 11.2904 11.2904 11.8577
72000 1484.93 11.2224 11.2224 11.7863
74000 1500.01 11.2608 11.2608 11.8266
76000 1507.07 11.2775 11.2775 11.8442
78000 1511.58 11.289 11.289 11.8563
80000 1560.11 11.4095 11.4095 11.9829
82000 1483.69 11.2144 11.2144 11.7779
84000 1552.44 11.3888 11.3888 11.9611
86000 1507.76 11.2796 11.2796 11.8464
88000 1528.77 11.3325 11.3325 11.902
90000 1442.13 11.1137 11.1137 11.6722
92000 1401.57 11.0075 11.0075 11.5607
94000 1410.11 11.0316 11.0316 11.586
96000 1445.28 11.1226 11.1226 11.6815
98000 1421.98 11.0578 11.0578 11.6135
100000 1391.97 10.9841 10.9841 11.536
102000 1348.66 10.8682 10.8682 11.4144
104000 1456.39 11.1493 11.1493 11.7096
106000 1426.56 11.0732 11.0732 11.6296
108000 1495.38 11.2491 11.2491 11.8143
110000 1503.83 11.2709 11.2709 11.8373
112000 1460.51 11.1613 11.1613 11.7222
114000 1506.86 11.2781 11.2781 11.8449
116000 1413.78 11.0394 11.0394 11.5941
118000 1419.95 11.0567 11.0567 11.6123
120000 1424.76 11.0682 11.0682 11.6244
122000 1499.83 11.2601 11.2601 11.8259
124000 1594.9 11.4932 11.4932 12.0707
126000 1594.49 11.4913 11.4913 12.0687
128000 1569.71 11.4319 11.4319 12.0064
130000 1599.1 11.5038 11.5038 12.0819
132000 1595.28 11.4947 11.4947 12.0723
134000 1505.39 11.2722 11.2722 11.8386
136000 1477.23 11.2019 11.2019 11.7648
138000 1435.75 11.0982 11.0982 11.6559
140000 1492.9 11.2434 11.2434 11.8084
142000 1489.4 11.2326 11.2326 11.7971
144000 1446.63 11.1261 11.1261 11.6852
146000 1454.07 11.1448 11.1448 11.7049
148000 1551.69 11.3884 11.3884 11.9606
150000 1442.08 11.1127 11.1127 11.6712
152000 1446.51 11.1241 11.1241 11.683
154000 1461.77 11.1641 11.1641 11.7251
156000 1443.05 11.1167 11.1167 11.6753
158000 1416.48 11.0471 11.0471 11.6022
160000 1415.93 11.0465 11.0465 11.6016
162000 1431.32 11.0862 11.0862 11.6433
164000 1483.19 11.217 11.217 11.7807
166000 1462.75 11.167 11.167 11.7282
168000 1481.68 11.2146 11.2146 11.7781
170000 1494.03 11.2434 11.2434 11.8084
172000 1518.97 11.3074 11.3074 11.8756
174000 1517.22 11.3037 11.3037 11.8717
176000 1536.86 11.3528 11.3528 11.9232
178000 1495.32 11.2491 11.2491 11.8144
180000 1536.5 11.3517 11.3517 11.9222
182000 1542.25 11.3644 11.3644 11.9355
184000 1560.49 11.4106 11.4106 11.984
186000 1537.52 11.3539 11.3539 11.9244
188000 1542.92 11.3674 11.3674 11.9386
190000 1561.71 11.4124 11.4124 11.9859
192000 1565.99 11.4237 11.4237 11.9978
194000 1540.63 11.3616 11.3616 11.9325
196000 1555.83 11.3983 11.3983 11.9711
198000 1584.98 11.4685 11.4685 12.0448
200000 1575.25 11.4461 11.4461 12.0213
202000 1556.18 11.3974 11.3974 11.9701
204000 1557.37 11.4029 11.4029 11.9759
206000 1540.4 11.3607 11.3607 11.9316
208000 1544.69 11.3708 11.3708 11.9422
210000 1547.18 11.3782 11.3782 11.95
212000 1579.72 11.4573 11.4573 12.033
214000 1618.09 11.5496 11.5496 12.13
216000 1623.78 11.5626 11.5626 12.1436
218000 1602.26 11.5094 11.5094 12.0877
220000 1629.38 11.5762 11.5762 12.1579
222000 1627.38 11.5695 11.5695 12.1508
224000 1672.2 11.6751 11.6751 12.2618
226000 1674.71 11.682 11.682 12.2691
228000 1630.2 11.5774 11.5774 12.1592
230000 1594.43 11.4929 11.4929 12.0704
232000 1579.68 11.4573 11.4573 12.033
234000 1523.95 11.3208 11.3208 11.8896
236000 1506.83 11.2771 11.2771 11.8438
238000 1490.97 11.2387 11.2387 11.8035
240000 1510.17 11.2862 11.2862 11.8533
242000 1536.76 11.3524 11.3524 11.9229
244000 1484.01 11.2213 11.2213 11.7852
246000 1495.56 11.2495 11.2495 11.8148
248000 1535.85 11.3497 11.3497 11.92
250000 1565.2 11.4216 11.4216 11.9955
