2 10.6527 3.09906 10.864
2 5.48852 8.86462 10.9651
2 11.5042 10.6173 3.15958
2 2.47694 1.33828 7.49357
2 4.27695 5.46665 10.1296
2 9.51505 3.71251 3.75599
2 4.70263 7.92967 9.16122
2 7.56464 2.49813 5.17381
2 5.88541 9.1643 7.76356
2 7.41537 7.27424 4.04419
2 11.3945 5.58253 10.4224
2 2.67636 3.66371 10.9312
2 1.19414 4.65626 1.72129
2 8.39405 5.87054 8.33437
2 3.42459 9.63018 6.96308
2 8.68086 6.99132 6.70346
2 2.85108 4.78159 4.02464
2 1.11706 9.5348 8.34478
2 2.30226 2.14922 4.39281
2 9.43007 9.28052 7.64145
2 10.0707 7.45723 9.33326
2 4.09661 2.54889 9.08245
2 2.49757 7.08311 2.04502
2 10.3273 11.4512 1.04992
2 2.35457 1.12482 10.6849
2 7.52006 8.04735 9.66789
2 6.99391 8.37571 2.053
2 1.44235 10.5585 5.71332
2 4.43286 9.01455 2.37428
2 8.17349 5.7601 11.011
2 4.70106 2.11341 11.8048
2 4.05266 3.42471 6.22055
2 8.29089 9.06668 5.03838
2 4.93663 1.04626 7.05046
2 6.6169 9.93993 3.54036
2 9.29722 5.66235 5.32664
2 9.10219 10.2599 9.57596
2 7.86348 1.48009 7.71412
2 10.7396 5.62838 7.74029
2 1.96917 9.91558 1.56061
2 10.7221 8.20382 5.75821
2 9.21822 5.64901 2.46197
2 5.3843 3.94994 1.12191
2 11.1835 9.56374 10.4217
2 6.38203 3.80862 7.11934
2 4.60931 5.91094 7.45619
2 8.65013 3.35677 1.26653
2 9.12587 1.23247 3.52302
2 11.423 6.12268 3.79506
2 5.32494 9.85502 5.07284
2 5.56531 5.29523 4.97703
2 3.13699 5.07426 1.49762
2 4.72008 3.14237 3.57638
2 6.9555 5.12689 2.41418
2 8.28382 1.80749 10.3878
2 5.12024 1.01769 2.46239
2 2.13464 8.54371 3.81635
2 7.11091 2.74573 2.5402
2 5.25917 6.5944 1.32022
2 6.56721 10.4082 9.43113
2 3.46994 10.3485 4.15282
2 2.37882 6.84421 8.7166
2 8.89261 3.85708 6.94303
2 9.157 9.386 2.72906
1 1.97604 10.3461 7.22947
1 9.18482 8.4559 6.25997
1 1.20308 10.7327 11.4141
1 7.79034 8.79635 3.46199
1 11.3915 6.40188 9.03123
1 7.65561 2.82036 6.78226
1 3.86023 2.22504 7.46376
1 9.29283 5.45215 6.98132
1 8.27795 2.6053 3.69514
1 2.77577 8.69065 2.32325
1 4.53487 5.27706 11.7471
1 7.89303 11.3177 9.19586
1 9.9426 5.30398 3.88039
1 9.98826 10.7889 2.57799
1 5.47798 2.63646 2.1792
1 3.42155 3.32748 4.58549
1 8.51004 6.75462 9.71459
1 5.51791 8.19743 1.37075
1 1.18624 4.2348 11.2407
1 2.12057 5.57691 2.75062
1 4.98703 10.0057 6.67426
1 4.98208 10.2393 3.43391
1 6.085 8.81669 9.40368
1 1.14066 7.5725 4.64454
1 2.01906 11.0847 4.29
1 8.22863 4.94713 1.36815
1 10.2484 9.15507 9.09822
1 5.17723 4.71422 6.48349
1 9.44069 2.20517 11.4714
1 3.98892 6.48901 8.8618
1 3.51963 2.29882 10.6316
1 6.58815 5.8818 3.82412
2 6.6885 6.61303 2.85615
2 7.32447 7.25858 7.18945
2 6.6379 8.23325 11.3205
2 4.3152 1.24757 9.32139
2 4.37728 5.64601 11.828
2 10.2304 4.17593 7.11478
2 9.22325 4.04152 11.8907
2 7.16129 7.33183 5.01624
2 5.75365 4.55309 4.28517
2 3.68663 3.27693 1.95368
2 4.12803 8.33295 11.0417
2 10.8088 6.16257 11.4602
2 1.29554 8.53573 6.68163
2 10.5828 5.83509 8.75091
2 3.24772 3.65574 9.87593
2 5.65248 10.5465 10.2861
2 1.55552 1.94245 9.07728
2 8.14831 2.43033 6.81015
2 9.35005 2.19062 8.39089
2 9.23093 5.58008 5.56545
2 7.90875 9.04587 9.29543
2 10.0925 2.88604 4.65927
2 9.54797 11.1517 3.01101
2 3.84039 11.1696 6.71221
2 7.94324 9.04188 3.39264
2 5.45134 9.28476 8.13084
2 6.98797 2.80563 10.8348
2 5.1317 5.10969 8.56797
2 3.06241 6.22358 9.94988
2 8.71669 4.13605 9.31731
2 2.96846 9.45858 8.57115
2 8.87821 7.41724 10.0986
2 6.20499 1.88933 8.27709
2 3.33866 5.75948 4.54252
2 1.35318 7.93075 4.14585
2 2.43552 4.87719 7.79399
2 3.97369 3.28661 5.58828
2 11.4721 6.19711 6.08338
2 10.4587 8.83165 2.09254
2 11.3819 8.09791 9.48937
2 2.68332 9.55723 2.66413
2 1.33088 3.76348 1.2754
2 10.9783 10.3292 8.07608
2 7.31204 5.5114 11.0161
2 2.15341 7.24249 1.48165
2 1.57009 1.76782 3.16187
2 8.26915 9.76719 11.9498
2 7.4372 11.4685 10.051
2 2.56423 1.71274 11.4798
2 5.15901 5.70465 6.51797
2 6.14419 4.20897 1.78238
2 4.06232 11.3769 4.03857
2 5.18395 8.81679 3.80939
2 5.09474 10.0989 1.79074
2 7.42363 10.1879 7.04801
2 9.81977 10.84 10.0971
2 6.51396 6.78812 9.01194
2 10.9821 10.5898 5.01298
2 5.00883 3.04268 10.6367
2 7.51623 4.64927 7.31519
2 8.17045 4.33555 3.4804
2 9.46465 8.34379 5.56749
2 5.94456 1.55152 5.71347
2 10.3856 5.05781 3.0702
1 6.9787 1.32283 6.923
1 1.54146 8.37698 2.52861
1 11.3618 5.2904 7.4131
1 9.54579 4.46656 4.35474
1 3.53514 4.9831 8.98887
1 7.31488 7.03074 10.419
1 10.5667 1.21721 8.89731
1 4.7594 4.02742 11.9368
1 8.50651 7.04979 5.90811
1 4.4846 4.83574 5.27537
1 10.6347 1.43471 4.01331
1 4.19553 9.98633 3.15869
1 6.64266 8.05435 3.65514
1 6.37105 5.81883 7.6536
1 3.37811 6.90183 11.3958
1 10.563 4.83957 1.45583
1 10.433 6.8796 10.0106
1 2.94641 2.04718 9.91902
1 8.82368 3.63837 7.71712
1 7.04608 8.82764 7.90302
1 8.02217 4.06257 10.7944
1 1.89123 6.46154 4.74739
1 10.9772 8.94808 5.27291
1 2.22672 2.54307 1.88512
1 8.36964 10.1703 10.3972
1 4.22524 10.4357 8.16003
1 5.91318 1.76245 9.93161
1 1.45521 9.00383 8.23028
1 4.34562 1.67842 5.46263
1 5.40419 9.32005 11.3521
1 6.74282 4.99195 3.06803
1 9.0813 9.6854 2.39545
2 9.9916 10.0548 11.1876
2 8.2151 6.76829 11.8188
2 2.13916 8.43328 2.22982
2 7.56463 2.83539 1.85297
2 9.93383 1.54735 2.24835
2 7.42045 5.09321 4.34599
2 2.09759 5.84883 9.92907
2 9.83037 10.3987 8.65197
2 3.93896 7.19656 10.478
2 10.9068 1.78145 11.0832
2 6.93001 3.87776 10.6155
2 6.57969 9.7187 11.2537
2 3.75948 4.09944 9.81053
2 5.77575 3.74782 8.13332
2 1.41054 10.0742 11.625
2 2.3794 1.51493 3.88866
2 2.84671 1.77943 10.8499
2 4.02387 10.3189 12.1322
2 7.5001 5.84353 9.26069
2 11.1521 8.23366 9.2243
2 5.6904 8.67577 9.08704
2 1.4748 2.44504 2.00088
2 11.5507 4.13463 11.0436
2 11.3082 10.4291 2.86159
2 8.04818 9.26771 4.19636
2 7.49005 10.7118 8.76825
2 5.18138 5.47564 3.20078
2 3.39114 5.12672 1.077
2 1.44038 2.0895 7.06003
2 8.09704 1.26199 4.12152
2 6.35735 2.37715 5.9082
2 4.7406 8.66777 3.35762
2 9.5533 5.67338 5.73522
2 10.685 1.85202 4.60679
2 11.0589 3.96835 6.11126
2 9.32285 3.7324 3.72347
2 3.94893 2.6488 5.95966
2 3.78577 1.71499 8.44909
2 7.379 8.27136 2.59636
2 5.60416 2.18071 10.4387
2 5.95241 1.42979 1.12619
2 9.42571 1.92451 7.09097
2 8.29014 1.54697 11.146
2 10.6735 10.4558 4.75625
2 5.11799 1.87925 3.89641
2 2.65928 10.9789 6.08499
2 6.05435 10.0561 2.75914
2 10.6306 4.84884 8.40268
2 6.23264 10.2825 4.77931
2 9.34786 6.42015 3.13013
2 10.0415 6.34635 10.3076
2 9.98259 8.47839 1.56158
2 2.34492 8.76613 4.76056
2 5.33653 4.96028 5.8038
2 8.44695 8.44338 9.82882
