# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -562.117
4000 -552.576
6000 -545.357
8000 -547.849
10000 -544.926
12000 -547.598
14000 -547.103
16000 -548.468
18000 -539.802
20000 -548.889
22000 -552.523
24000 -551.997
26000 -550.673
28000 -558.347
30000 -563.594
32000 -564.394
34000 -563.193
36000 -569.316
38000 -572.954
40000 -575.932
42000 -579.709
44000 -583.64
46000 -585.838
48000 -585.337
50000 -588.336
52000 -589.126
54000 -591.6
56000 -593.939
58000 -596.144
60000 -598.691
62000 -600.32
64000 -602.197
66000 -603.051
68000 -604.722
70000 -605.668
72000 -607.151
74000 -608.474
76000 -610.823
78000 -611.73
80000 -613.794
82000 -615.281
84000 -616.935
86000 -618.647
88000 -620.504
90000 -621.951
92000 -623.513
94000 -625.208
96000 -626.765
98000 -628.389
100000 -629.836
