# Time-averaged data for fix 12coord
# TimeStep c_sumcoor12
2000 1.32005
4000 1.31203
6000 1.29307
8000 1.28026
10000 1.31531
12000 1.31318
14000 1.32
16000 1.31969
18000 1.33078
20000 1.33974
22000 1.34786
24000 1.32047
26000 1.33813
28000 1.33042
30000 1.33219
32000 1.33766
34000 1.33922
36000 1.34255
38000 1.3474
40000 1.34344
42000 1.35193
44000 1.35396
46000 1.34797
48000 1.34844
50000 1.34708
52000 1.34536
54000 1.35844
56000 1.35786
58000 1.3574
60000 1.35802
62000 1.35797
64000 1.35896
66000 1.35839
68000 1.35776
70000 1.35771
72000 1.35865
74000 1.35833
76000 1.35635
78000 1.3575
80000 1.35781
82000 1.35708
84000 1.3574
86000 1.35818
88000 1.35755
90000 1.35776
92000 1.3587
94000 1.35917
96000 1.36021
98000 1.36042
100000 1.36214
