# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -557.994
4000 -544.967
6000 -542.036
8000 -538.723
10000 -549.281
12000 -555.543
14000 -556.629
16000 -556.201
18000 -561.731
20000 -564.808
22000 -567.992
24000 -560.64
26000 -561.751
28000 -558.722
30000 -563.435
32000 -569.49
34000 -571.896
36000 -573.714
38000 -578.333
40000 -578.745
42000 -582.352
44000 -585.746
46000 -584.216
48000 -587.118
50000 -588.355
52000 -588.667
54000 -593.412
56000 -594.967
58000 -596.959
60000 -598.684
62000 -599.83
64000 -600.199
66000 -602.634
68000 -603.312
70000 -605.306
72000 -607.057
74000 -608.509
76000 -610.428
78000 -611.357
80000 -613.421
82000 -615.04
84000 -616.371
86000 -618.432
88000 -619.777
90000 -621.592
92000 -623.003
94000 -624.684
96000 -626.223
98000 -627.705
100000 -629.202
