# Time-averaged data for fix potential_info
# TimeStep v_apot
2000 -567.164
4000 -547.685
6000 -534.382
8000 -535.689
10000 -534.975
12000 -544.02
14000 -545.984
16000 -552.587
18000 -558.355
20000 -560.429
22000 -557.673
24000 -564.044
26000 -566.408
28000 -567.486
30000 -567.603
32000 -567.466
34000 -570.391
36000 -572.352
38000 -571.403
40000 -575.567
42000 -578.673
44000 -581.962
46000 -583.501
48000 -583.624
50000 -582.524
52000 -586.433
54000 -587.494
56000 -590.292
58000 -592.776
60000 -594.665
62000 -595
64000 -597.743
66000 -599.204
68000 -601.344
70000 -601.897
72000 -603.689
74000 -604.568
76000 -606.375
78000 -608.5
80000 -609.675
82000 -611.283
84000 -613.507
86000 -614.919
88000 -616.461
90000 -617.766
92000 -619.341
94000 -621.073
96000 -622.446
98000 -623.971
100000 -625.397
