# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2247.41 12.8812 12.8812 13.5285
4000 2331.37 13.0447 13.0447 13.7002
6000 2316.17 13.0156 13.0156 13.6696
8000 2259.82 12.909 12.909 13.5577
10000 2239.11 12.8699 12.8699 13.5166
12000 2187.75 12.7709 12.7709 13.4126
14000 2035.77 12.4638 12.4638 13.0902
16000 1978.77 12.3463 12.3463 12.9667
18000 1892.99 12.1679 12.1679 12.7794
20000 1767.2 11.8911 11.8911 12.4886
22000 1753.68 11.8626 11.8626 12.4587
24000 1690.64 11.719 11.719 12.3079
26000 1606.63 11.5201 11.5201 12.099
28000 1658.86 11.6452 11.6452 12.2304
30000 1626.83 11.5695 11.5695 12.1509
32000 1672.37 11.6773 11.6773 12.2641
34000 1658.02 11.6431 11.6431 12.2282
36000 1626.74 11.5697 11.5697 12.1511
38000 1641.9 11.6035 11.6035 12.1866
40000 1642 11.6052 11.6052 12.1883
42000 1654.76 11.6351 11.6351 12.2198
44000 1647.89 11.6196 11.6196 12.2034
46000 1604.96 11.5181 11.5181 12.0969
48000 1596.6 11.4978 11.4978 12.0756
50000 1605.05 11.5184 11.5184 12.0972
52000 1603.78 11.5154 11.5154 12.0941
54000 1615.99 11.544 11.544 12.1241
56000 1592.89 11.4875 11.4875 12.0648
58000 1602.37 11.5114 11.5114 12.0899
60000 1598.8 11.5035 11.5035 12.0815
62000 1605.27 11.5188 11.5188 12.0976
64000 1599.38 11.5043 11.5043 12.0824
66000 1584.96 11.4693 11.4693 12.0456
68000 1588.9 11.4796 11.4796 12.0565
70000 1582.91 11.465 11.465 12.0411
72000 1585.5 11.4715 11.4715 12.048
74000 1580.33 11.459 11.459 12.0348
76000 1576.81 11.4504 11.4504 12.0258
78000 1570.64 11.4354 11.4354 12.01
80000 1578.78 11.4552 11.4552 12.0309
82000 1568.13 11.4293 11.4293 12.0037
84000 1561.95 11.4143 11.4143 11.9879
86000 1571.87 11.4383 11.4383 12.0131
88000 1557.47 11.4034 11.4034 11.9765
90000 1557.24 11.4029 11.4029 11.9759
92000 1550.32 11.386 11.386 11.9582
94000 1542.76 11.3675 11.3675 11.9387
96000 1545.01 11.373 11.373 11.9445
98000 1534.98 11.3484 11.3484 11.9186
100000 1535.33 11.3492 11.3492 11.9196
