# Time-averaged data for fix temp_info
# TimeStep v_atemp
2000 5625.79
4000 5707.84
6000 5687.29
8000 5671.63
10000 5504.13
12000 5333.77
14000 5207.58
16000 5135.1
18000 5045.67
20000 4963.55
22000 4729.76
24000 4618.21
26000 4636.05
28000 4427.34
30000 4414.4
32000 4187.04
34000 4072.64
36000 3909.87
38000 3745.79
40000 3589.8
42000 3580.4
44000 3484.05
46000 3367.26
48000 3203.68
50000 3160.22
52000 3009.91
54000 2894.74
56000 2712.77
58000 2672.25
60000 2455.94
62000 2369.26
64000 2264.28
66000 2137.37
68000 2026.73
70000 1926.56
72000 1726.27
74000 1606.93
76000 1510.59
78000 1429.58
80000 1302.13
82000 1168.57
84000 1061.95
86000 929.146
88000 799.187
90000 678.985
92000 567.286
94000 436.356
96000 306.748
98000 194.292
100000 74.9938
