# Time-averaged data for fix cell_info
# TimeStep v_avol v_alx v_aly v_alz
2000 2288.26 12.9621 12.9621 13.6135
4000 2302.13 12.9889 12.9889 13.6416
6000 2271.71 12.9315 12.9315 13.5813
8000 2223.62 12.8389 12.8389 13.4841
10000 2245.71 12.8809 12.8809 13.5282
12000 2155.93 12.7058 12.7058 13.3443
14000 2120.48 12.6355 12.6355 13.2705
16000 2038.85 12.4735 12.4735 13.1004
18000 1990.7 12.3644 12.3644 12.9857
20000 1829.75 12.0327 12.0327 12.6374
22000 1761.2 11.88 11.88 12.477
24000 1747.6 11.8495 11.8495 12.4449
26000 1778.29 11.9163 11.9163 12.5151
28000 1739.67 11.8317 11.8317 12.4263
30000 1735.23 11.8212 11.8212 12.4152
32000 1723.21 11.7927 11.7927 12.3852
34000 1697.13 11.7332 11.7332 12.3229
36000 1692.41 11.723 11.723 12.3121
38000 1695.97 11.7315 11.7315 12.3211
40000 1705.79 11.7523 11.7523 12.3429
42000 1731.37 11.8114 11.8114 12.4049
44000 1774.03 11.9093 11.9093 12.5077
46000 1761.12 11.8764 11.8764 12.4732
48000 1754.71 11.8633 11.8633 12.4595
50000 1763.3 11.8846 11.8846 12.4818
52000 1765.55 11.89 11.89 12.4875
54000 1746.96 11.8475 11.8475 12.4429
56000 1774.7 11.9094 11.9094 12.5079
58000 1726.86 11.8016 11.8016 12.3946
60000 1753.45 11.863 11.863 12.4592
62000 1709.12 11.7619 11.7619 12.3529
64000 1745.87 11.8451 11.8451 12.4403
66000 1728.61 11.806 11.806 12.3993
68000 1733.85 11.8182 11.8182 12.4121
70000 1732.16 11.8148 11.8148 12.4085
72000 1719.73 11.7865 11.7865 12.3788
74000 1718.42 11.7833 11.7833 12.3754
76000 1711.31 11.7665 11.7665 12.3578
78000 1722.63 11.7925 11.7925 12.3851
80000 1709.4 11.7628 11.7628 12.3539
82000 1712.15 11.7691 11.7691 12.3605
84000 1715.21 11.7761 11.7761 12.3678
86000 1705.8 11.7542 11.7542 12.3448
88000 1696.75 11.7336 11.7336 12.3232
90000 1694.65 11.729 11.729 12.3184
92000 1692.67 11.7244 11.7244 12.3136
94000 1692.19 11.7233 11.7233 12.3124
96000 1692.26 11.7235 11.7235 12.3126
98000 1685.45 11.7077 11.7077 12.296
100000 1686.03 11.709 11.709 12.2974
